DISTRICT,DT_CEN_CD,ST_CEN_CD,ST_NM,date,mean
Mandsaur,19,23,Madhya Pradesh,2019-11-01,0.00E+00
Tikamgarh,8,23,Madhya Pradesh,2019-11-01,2.99E-09
Narsimhapur,40,23,Madhya Pradesh,2019-11-01,0.00E+00
Neemuch,18,23,Madhya Pradesh,2019-11-01,0.00E+00
Panna,10,23,Madhya Pradesh,2019-11-01,2.09E-08
Raisen,34,23,Madhya Pradesh,2019-11-01,0.00E+00
Rajgarh,30,23,Madhya Pradesh,2019-11-01,0.00E+00
Satna,13,23,Madhya Pradesh,2019-11-01,8.51E-08
Sehore,33,23,Madhya Pradesh,2019-11-01,9.12E-09
Seoni,44,23,Madhya Pradesh,2019-11-01,0.00E+00
Hoshangabad,37,23,Madhya Pradesh,2019-11-01,0.00E+00
Indore,26,23,Madhya Pradesh,2019-11-01,8.29E-08
Shajapur,22,23,Madhya Pradesh,2019-11-01,0.00E+00
Shivpuri,6,23,Madhya Pradesh,2019-11-01,0.00E+00
Ratlam,20,23,Madhya Pradesh,2019-11-01,0.00E+00
Rewa,14,23,Madhya Pradesh,2019-11-01,0.00E+00
Sagar,11,23,Madhya Pradesh,2019-11-01,0.00E+00
Sidhi,17,23,Madhya Pradesh,2019-11-01,3.09E-08
Ujjain,21,23,Madhya Pradesh,2019-11-01,4.00E-09
Vidisha,31,23,Madhya Pradesh,2019-11-01,0.00E+00
West Nimar,27,23,Madhya Pradesh,2019-11-01,3.48E-07
Morena,2,23,Madhya Pradesh,2019-11-01,0.00E+00
Sheopur,1,23,Madhya Pradesh,2019-11-01,0.00E+00
Dindori,41,23,Madhya Pradesh,2019-11-01,3.05E-08
Mandla,42,23,Madhya Pradesh,2019-11-01,0.00E+00
Shahdol,16,23,Madhya Pradesh,2019-11-01,2.53E-07
Umaria,15,23,Madhya Pradesh,2019-11-01,3.50E-08
Anand,15,24,Gujarat,2019-11-01,1.17E-06
Ahmadabad,7,24,Gujarat,2019-11-01,3.80E-07
Amreli,13,24,Gujarat,2019-11-01,5.43E-08
Bhavnagar,14,24,Gujarat,2019-11-01,1.97E-08
Banas Kantha,2,24,Gujarat,2019-11-01,0.00E+00
Dohad,18,24,Gujarat,2019-11-01,2.00E-07
Junagadh,12,24,Gujarat,2019-11-01,2.16E-07
Kachchh,1,24,Gujarat,2019-11-01,0.00E+00
Gandhinagar,6,24,Gujarat,2019-11-01,0.00E+00
Jamnagar,10,24,Gujarat,2019-11-01,9.81E-11
Kheda,16,24,Gujarat,2019-11-01,1.23E-07
Mahesana,4,24,Gujarat,2019-11-01,0.00E+00
Narmada,20,24,Gujarat,2019-11-01,3.02E-06
Navsari,24,24,Gujarat,2019-11-01,1.78E-08
Panch Mahals,17,24,Gujarat,2019-11-01,5.19E-07
Patan,3,24,Gujarat,2019-11-01,0.00E+00
Porbandar,11,24,Gujarat,2019-11-01,4.88E-09
Rajkot,9,24,Gujarat,2019-11-01,6.82E-10
Sabar Kantha,5,24,Gujarat,2019-11-01,0.00E+00
Surendranagar,8,24,Gujarat,2019-11-01,2.26E-08
The Dangs,23,24,Gujarat,2019-11-01,7.14E-08
Vadodara,19,24,Gujarat,2019-11-01,2.46E-06
Valsad,25,24,Gujarat,2019-11-01,0.00E+00
Bharuch,21,24,Gujarat,2019-11-01,1.83E-06
Surat,22,24,Gujarat,2019-11-01,1.78E-06
Daman,2,25,Daman & Diu,2019-11-01,0.00E+00
Diu,1,25,Daman & Diu,2019-11-01,1.04E-06
Aurangabad,19,27,Maharashtra,2019-11-01,5.32E-06
Ahmadnagar,26,27,Maharashtra,2019-11-01,1.36E-05
Akola,5,27,Maharashtra,2019-11-01,4.80E-07
Amravati,7,27,Maharashtra,2019-11-01,2.76E-09
Bid,27,27,Maharashtra,2019-11-01,7.72E-06
Bhandara,10,27,Maharashtra,2019-11-01,0.00E+00
Buldana,4,27,Maharashtra,2019-11-01,2.24E-06
Chandrapur,13,27,Maharashtra,2019-11-01,0.00E+00
Dhule,2,27,Maharashtra,2019-11-01,1.06E-06
Gadchiroli,12,27,Maharashtra,2019-11-01,4.81E-06
Gondiya,11,27,Maharashtra,2019-11-01,0.00E+00
Jalgaon,3,27,Maharashtra,2019-11-01,1.84E-06
Jalna,18,27,Maharashtra,2019-11-01,6.23E-06
Kolhapur,34,27,Maharashtra,2019-11-01,5.21E-06
Latur,28,27,Maharashtra,2019-11-01,2.81E-06
Pune,25,27,Maharashtra,2019-11-01,1.26E-05
Nagpur,9,27,Maharashtra,2019-11-01,1.82E-09
Mumbai,23,27,Maharashtra,2019-11-01,2.44E-06
Mumbai (Suburban),22,27,Maharashtra,2019-11-01,1.09E-07
Nanded,15,27,Maharashtra,2019-11-01,2.15E-06
Nandurbar,1,27,Maharashtra,2019-11-01,1.54E-06
Nashik,20,27,Maharashtra,2019-11-01,1.10E-06
Osmanabad,29,27,Maharashtra,2019-11-01,1.48E-05
Parbhani,17,27,Maharashtra,2019-11-01,6.32E-06
Sangli,35,27,Maharashtra,2019-11-01,5.71E-07
Satara,31,27,Maharashtra,2019-11-01,6.91E-06
Hingoli,16,27,Maharashtra,2019-11-01,1.67E-06
Ratnagiri,32,27,Maharashtra,2019-11-01,1.36E-05
Raigarh,24,27,Maharashtra,2019-11-01,4.13E-06
Thane,21,27,Maharashtra,2019-11-01,3.66E-07
Solapur,30,27,Maharashtra,2019-11-01,7.01E-06
Sindhudurg,33,27,Maharashtra,2019-11-01,1.35E-05
Wardha,8,27,Maharashtra,2019-11-01,6.14E-09
Washim,6,27,Maharashtra,2019-11-01,1.02E-06
Yavatmal,14,27,Maharashtra,2019-11-01,0.00E+00
Anantapur,22,28,Andhra Pradesh,2019-11-01,1.06E-05
Adilabad,1,28,Andhra Pradesh,2019-11-01,4.23E-06
Chittoor,23,28,Andhra Pradesh,2019-11-01,2.46E-05
Cuddapah,20,28,Andhra Pradesh,2019-11-01,1.85E-05
East Godavari,14,28,Andhra Pradesh,2019-11-01,3.70E-05
Karimnagar,3,28,Andhra Pradesh,2019-11-01,3.15E-05
Guntur,17,28,Andhra Pradesh,2019-11-01,1.76E-05
Khammam,10,28,Andhra Pradesh,2019-11-01,3.34E-05
Medak,4,28,Andhra Pradesh,2019-11-01,2.50E-05
Krishna,16,28,Andhra Pradesh,2019-11-01,2.62E-05
Kurnool,21,28,Andhra Pradesh,2019-11-01,4.48E-06
Mahbubnagar,7,28,Andhra Pradesh,2019-11-01,1.73E-05
Nalgonda,8,28,Andhra Pradesh,2019-11-01,6.73E-06
Nellore,19,28,Andhra Pradesh,2019-11-01,6.11E-05
Nizamabad,2,28,Andhra Pradesh,2019-11-01,9.92E-06
Prakasam,18,28,Andhra Pradesh,2019-11-01,1.28E-05
Hyderabad,5,28,Andhra Pradesh,2019-11-01,1.83E-05
Rangareddi,6,28,Andhra Pradesh,2019-11-01,2.30E-05
Srikakulam,11,28,Andhra Pradesh,2019-11-01,7.22E-05
West Godavari,15,28,Andhra Pradesh,2019-11-01,2.08E-05
Visakhapatnam,13,28,Andhra Pradesh,2019-11-01,7.06E-05
Vizianagaram,12,28,Andhra Pradesh,2019-11-01,4.30E-05
Warangal,9,28,Andhra Pradesh,2019-11-01,2.48E-05
Bagalkot,2,29,Karnataka,2019-11-01,3.73E-06
Bangalore,20,29,Karnataka,2019-11-01,1.32E-05
Bidar,5,29,Karnataka,2019-11-01,2.36E-05
Bijapur,3,29,Karnataka,2019-11-01,1.48E-05
Belgaum,1,29,Karnataka,2019-11-01,3.65E-06
Bellary,12,29,Karnataka,2019-11-01,9.44E-06
Bangalore Rural,21,29,Karnataka,2019-11-01,1.33E-05
Chamarajanagar,27,29,Karnataka,2019-11-01,1.95E-05
Chikmagalur,17,29,Karnataka,2019-11-01,1.18E-05
Chitradurga,13,29,Karnataka,2019-11-01,1.78E-05
Dakshina Kannada,24,29,Karnataka,2019-11-01,2.12E-05
Davanagere,14,29,Karnataka,2019-11-01,1.58E-05
Dharwad,9,29,Karnataka,2019-11-01,3.20E-06
Gulbarga,4,29,Karnataka,2019-11-01,2.85E-05
Gadag,8,29,Karnataka,2019-11-01,1.92E-06
Kodagu,25,29,Karnataka,2019-11-01,2.85E-05
Kolar,19,29,Karnataka,2019-11-01,1.20E-05
Mandya,22,29,Karnataka,2019-11-01,1.76E-05
Koppal,7,29,Karnataka,2019-11-01,6.20E-06
Mysore,26,29,Karnataka,2019-11-01,2.47E-05
Raichur,6,29,Karnataka,2019-11-01,1.89E-05
Hassan,23,29,Karnataka,2019-11-01,2.09E-05
Haveri,11,29,Karnataka,2019-11-01,1.48E-05
Shimoga,15,29,Karnataka,2019-11-01,1.21E-05
Tumkur,18,29,Karnataka,2019-11-01,1.98E-05
Udupi,16,29,Karnataka,2019-11-01,1.35E-05
Uttara Kannada,10,29,Karnataka,2019-11-01,1.23E-05
North Goa,1,30,Goa,2019-11-01,1.72E-05
South Goa,2,30,Goa,2019-11-01,1.54E-05
Alappuzha,11,32,Kerala,2019-11-01,4.90E-05
Kasaragod,1,32,Kerala,2019-11-01,2.56E-05
Kannur,2,32,Kerala,2019-11-01,3.29E-05
Ernakulam,8,32,Kerala,2019-11-01,4.83E-05
Kollam,13,32,Kerala,2019-11-01,5.80E-05
Kottayam,10,32,Kerala,2019-11-01,5.16E-05
Kozhikode,4,32,Kerala,2019-11-01,4.63E-05
Malappuram,5,32,Kerala,2019-11-01,4.24E-05
Palakkad,6,32,Kerala,2019-11-01,3.73E-05
Pathanamthitta,12,32,Kerala,2019-11-01,5.14E-05
Idukki,9,32,Kerala,2019-11-01,4.44E-05
Thrissur,7,32,Kerala,2019-11-01,4.64E-05
Thiruvananthapuram,14,32,Kerala,2019-11-01,5.87E-05
Wayanad,3,32,Kerala,2019-11-01,3.45E-05
Ariyalur,17,33,Tamil Nadu,2019-11-01,5.99E-05
Coimbatore,12,33,Tamil Nadu,2019-11-01,3.63E-05
Cuddalore,18,33,Tamil Nadu,2019-11-01,6.75E-05
Dharmapuri,5,33,Tamil Nadu,2019-11-01,1.72E-05
Dindigul,13,33,Tamil Nadu,2019-11-01,3.77E-05
Erode,10,33,Tamil Nadu,2019-11-01,3.12E-05
Kanniyakumari,30,33,Tamil Nadu,2019-11-01,5.96E-05
Karur,14,33,Tamil Nadu,2019-11-01,2.63E-05
Madurai,24,33,Tamil Nadu,2019-11-01,2.62E-05
Namakkal,9,33,Tamil Nadu,2019-11-01,4.27E-05
The Nilgiris,11,33,Tamil Nadu,2019-11-01,3.04E-05
Perambalur,16,33,Tamil Nadu,2019-11-01,6.45E-05
Pudukkottai,22,33,Tamil Nadu,2019-11-01,4.05E-05
Ramanathapuram,27,33,Tamil Nadu,2019-11-01,2.22E-05
Salem,8,33,Tamil Nadu,2019-11-01,3.86E-05
Sivaganga,23,33,Tamil Nadu,2019-11-01,1.98E-05
Tiruchirappalli,15,33,Tamil Nadu,2019-11-01,3.60E-05
Tirunelveli,29,33,Tamil Nadu,2019-11-01,5.65E-05
Tiruvannamalai,6,33,Tamil Nadu,2019-11-01,4.11E-05
Thoothukkudi,28,33,Tamil Nadu,2019-11-01,5.76E-05
Theni,25,33,Tamil Nadu,2019-11-01,3.81E-05
Vellore,4,33,Tamil Nadu,2019-11-01,2.91E-05
Viluppuram,7,33,Tamil Nadu,2019-11-01,6.00E-05
Virudhunagar,26,33,Tamil Nadu,2019-11-01,2.69E-05
Chennai,2,33,Tamil Nadu,2019-11-01,7.53E-05
Kancheepuram,3,33,Tamil Nadu,2019-11-01,7.01E-05
Thiruvallur,1,33,Tamil Nadu,2019-11-01,5.95E-05
Thanjavur,21,33,Tamil Nadu,2019-11-01,6.70E-05
Thiruvarur,20,33,Tamil Nadu,2019-11-01,8.89E-05
Nagapattinam,19,33,Tamil Nadu,2019-11-01,9.11E-05
Pondicherry,2,34,Puducherry,2019-11-01,6.97E-05
Yanam,1,34,Puducherry,2019-11-01,3.01E-05
Karaikal,4,34,Puducherry,2019-11-01,9.88E-05
Mahe,3,34,Puducherry,2019-11-01,4.18E-05
Nicobars,2,35,Andaman & Nicobar Island,2019-11-01,7.80E-05
Andamans,1,35,Andaman & Nicobar Island,2019-11-01,6.27E-05
Chandigarh,1,4,Chandigarh,2019-12-01,4.05E-07
Dadra & Nagar Haveli,1,26,Dadara & Nagar Havelli,2019-12-01,0.00E+00
Lakshadweep,1,31,Lakshadweep,2019-12-01,3.73E-05
Data Not Available,99,99,Jammu and Kashmir,2019-12-01,3.87E-06
Anantnag,6,1,Jammu and Kashmir,2019-12-01,5.46E-06
Badgam,4,1,Jammu and Kashmir,2019-12-01,6.61E-06
Baramula,2,1,Jammu and Kashmir,2019-12-01,3.65E-06
Doda,9,1,Jammu and Kashmir,2019-12-01,3.36E-06
Jammu,13,1,Jammu and Kashmir,2019-12-01,9.46E-07
Kargil,8,1,Jammu and Kashmir,2019-12-01,5.26E-06
Kathua,14,1,Jammu and Kashmir,2019-12-01,1.66E-06
Leh (Ladakh),7,1,Jammu and Kashmir,2019-12-01,2.51E-06
Kupwara,1,1,Jammu and Kashmir,2019-12-01,4.26E-06
Punch,11,1,Jammu and Kashmir,2019-12-01,6.05E-06
Pulwama,5,1,Jammu and Kashmir,2019-12-01,6.27E-06
Rajauri,12,1,Jammu and Kashmir,2019-12-01,6.23E-06
Srinagar,3,1,Jammu and Kashmir,2019-12-01,1.78E-06
Udhampur,10,1,Jammu and Kashmir,2019-12-01,4.12E-06
Bilaspur,8,2,Himachal Pradesh,2019-12-01,0.00E+00
Chamba,1,2,Himachal Pradesh,2019-12-01,1.82E-07
Hamirpur,6,2,Himachal Pradesh,2019-12-01,0.00E+00
Kangra,2,2,Himachal Pradesh,2019-12-01,1.81E-07
Kinnaur,12,2,Himachal Pradesh,2019-12-01,1.79E-06
Lahul & Spiti,3,2,Himachal Pradesh,2019-12-01,1.05E-06
Kullu,4,2,Himachal Pradesh,2019-12-01,8.25E-07
Mandi,5,2,Himachal Pradesh,2019-12-01,4.65E-07
Shimla,11,2,Himachal Pradesh,2019-12-01,1.39E-06
Sirmaur,10,2,Himachal Pradesh,2019-12-01,1.08E-06
Solan,9,2,Himachal Pradesh,2019-12-01,3.58E-07
Una,7,2,Himachal Pradesh,2019-12-01,1.37E-08
Amritsar,2,3,Punjab,2019-12-01,1.62E-07
Firozpur,11,3,Punjab,2019-12-01,0.00E+00
Bathinda,14,3,Punjab,2019-12-01,0.00E+00
Gurdaspur,1,3,Punjab,2019-12-01,6.23E-07
Faridkot,13,3,Punjab,2019-12-01,0.00E+00
Fatehgarh Sahib,8,3,Punjab,2019-12-01,9.08E-08
Jalandhar,4,3,Punjab,2019-12-01,1.15E-08
Kapurthala,3,3,Punjab,2019-12-01,3.36E-08
Ludhiana,9,3,Punjab,2019-12-01,2.48E-08
Mansa,15,3,Punjab,2019-12-01,0.00E+00
Moga,10,3,Punjab,2019-12-01,0.00E+00
Muktsar,12,3,Punjab,2019-12-01,0.00E+00
Nawanshahr,6,3,Punjab,2019-12-01,7.95E-09
Patiala,17,3,Punjab,2019-12-01,8.09E-08
Sangrur,16,3,Punjab,2019-12-01,4.88E-10
Hoshiarpur,5,3,Punjab,2019-12-01,2.17E-07
Rupnagar,7,3,Punjab,2019-12-01,1.84E-07
Bageshwar,8,5,Uttarakhand,2019-12-01,1.10E-06
Almora,9,5,Uttarakhand,2019-12-01,6.13E-07
Chamoli,2,5,Uttarakhand,2019-12-01,2.73E-06
Champawat,10,5,Uttarakhand,2019-12-01,6.81E-08
Dehradun,5,5,Uttarakhand,2019-12-01,1.60E-06
Garhwal,6,5,Uttarakhand,2019-12-01,9.23E-07
Nainital,11,5,Uttarakhand,2019-12-01,1.58E-07
Pithoragarh,7,5,Uttarakhand,2019-12-01,6.41E-08
Hardwar,13,5,Uttarakhand,2019-12-01,3.04E-07
Rudraprayag,3,5,Uttarakhand,2019-12-01,3.21E-06
Tehri Garhwal,4,5,Uttarakhand,2019-12-01,2.88E-06
Udham Singh Nagar,12,5,Uttarakhand,2019-12-01,1.01E-08
Uttarkashi,1,5,Uttarakhand,2019-12-01,2.81E-06
Ambala,2,6,Haryana,2019-12-01,3.19E-07
Gurgaon,18,6,Haryana,2019-12-01,0.00E+00
Faridabad,19,6,Haryana,2019-12-01,0.00E+00
Fatehabad,10,6,Haryana,2019-12-01,0.00E+00
Jind,9,6,Haryana,2019-12-01,0.00E+00
Kaithal,5,6,Haryana,2019-12-01,0.00E+00
Karnal,6,6,Haryana,2019-12-01,0.00E+00
Kurukshetra,4,6,Haryana,2019-12-01,9.87E-08
Panchkula,1,6,Haryana,2019-12-01,5.35E-07
Panipat,7,6,Haryana,2019-12-01,0.00E+00
Hisar,12,6,Haryana,2019-12-01,0.00E+00
Rohtak,14,6,Haryana,2019-12-01,0.00E+00
Sirsa,11,6,Haryana,2019-12-01,0.00E+00
Sonipat,8,6,Haryana,2019-12-01,0.00E+00
Yamunanagar,3,6,Haryana,2019-12-01,4.61E-07
Jhajjar,15,6,Haryana,2019-12-01,0.00E+00
Mahendragarh,16,6,Haryana,2019-12-01,0.00E+00
Rewari,17,6,Haryana,2019-12-01,0.00E+00
Bhiwani,13,6,Haryana,2019-12-01,0.00E+00
Central,6,7,Delhi  & NCR,2019-12-01,0.00E+00
East,4,7,Delhi  & NCR,2019-12-01,0.00E+00
New Delhi,5,7,Delhi  & NCR,2019-12-01,0.00E+00
North,2,7,Delhi  & NCR,2019-12-01,0.00E+00
North East,3,7,Delhi  & NCR,2019-12-01,0.00E+00
North West,1,7,Delhi  & NCR,2019-12-01,0.00E+00
South,9,7,Delhi  & NCR,2019-12-01,0.00E+00
South West,8,7,Delhi  & NCR,2019-12-01,0.00E+00
West,7,7,Delhi  & NCR,2019-12-01,0.00E+00
Ajmer,21,8,Rajasthan,2019-12-01,0.00E+00
Banswara,28,8,Rajasthan,2019-12-01,0.00E+00
Barmer,17,8,Rajasthan,2019-12-01,0.00E+00
Bhilwara,24,8,Rajasthan,2019-12-01,0.00E+00
Bikaner,3,8,Rajasthan,2019-12-01,0.00E+00
Bharatpur,7,8,Rajasthan,2019-12-01,0.00E+00
Bundi,23,8,Rajasthan,2019-12-01,0.00E+00
Chittaurgarh,29,8,Rajasthan,2019-12-01,0.00E+00
Churu,4,8,Rajasthan,2019-12-01,0.00E+00
Dausa,11,8,Rajasthan,2019-12-01,0.00E+00
Dhaulpur,8,8,Rajasthan,2019-12-01,0.00E+00
Dungarpur,27,8,Rajasthan,2019-12-01,0.00E+00
Karauli,9,8,Rajasthan,2019-12-01,0.00E+00
Jaipur,12,8,Rajasthan,2019-12-01,0.00E+00
Jaisalmer,16,8,Rajasthan,2019-12-01,0.00E+00
Jalor,18,8,Rajasthan,2019-12-01,0.00E+00
Jhalawar,32,8,Rajasthan,2019-12-01,2.55E-08
Jhunjhunun,5,8,Rajasthan,2019-12-01,0.00E+00
Jodhpur,15,8,Rajasthan,2019-12-01,0.00E+00
Kota,30,8,Rajasthan,2019-12-01,8.67E-10
Nagaur,14,8,Rajasthan,2019-12-01,0.00E+00
Pali,20,8,Rajasthan,2019-12-01,0.00E+00
Rajsamand,25,8,Rajasthan,2019-12-01,0.00E+00
Sawai Madhopur,10,8,Rajasthan,2019-12-01,0.00E+00
Sirohi,19,8,Rajasthan,2019-12-01,0.00E+00
Tonk,22,8,Rajasthan,2019-12-01,0.00E+00
Sikar,13,8,Rajasthan,2019-12-01,0.00E+00
Alwar,6,8,Rajasthan,2019-12-01,0.00E+00
Udaipur,26,8,Rajasthan,2019-12-01,0.00E+00
Ganganagar,1,8,Rajasthan,2019-12-01,0.00E+00
Hanumangarh,2,8,Rajasthan,2019-12-01,0.00E+00
Baran,31,8,Rajasthan,2019-12-01,2.73E-08
Auraiya,32,9,Uttar Pradesh,2019-12-01,0.00E+00
Azamgarh,61,9,Uttar Pradesh,2019-12-01,1.94E-07
Budaun,19,9,Uttar Pradesh,2019-12-01,0.00E+00
Agra,15,9,Uttar Pradesh,2019-12-01,0.00E+00
Aligarh,12,9,Uttar Pradesh,2019-12-01,0.00E+00
Allahabad,45,9,Uttar Pradesh,2019-12-01,1.61E-07
Ambedkar Nagar,48,9,Uttar Pradesh,2019-12-01,6.75E-07
Bareilly,20,9,Uttar Pradesh,2019-12-01,0.00E+00
Bijnor,3,9,Uttar Pradesh,2019-12-01,9.15E-08
Basti,55,9,Uttar Pradesh,2019-12-01,1.29E-06
Baghpat,8,9,Uttar Pradesh,2019-12-01,0.00E+00
Bahraich,50,9,Uttar Pradesh,2019-12-01,0.00E+00
Ballia,63,9,Uttar Pradesh,2019-12-01,0.00E+00
Balrampur,52,9,Uttar Pradesh,2019-12-01,9.17E-07
Banda,40,9,Uttar Pradesh,2019-12-01,0.00E+00
Barabanki,46,9,Uttar Pradesh,2019-12-01,0.00E+00
Chitrakoot,41,9,Uttar Pradesh,2019-12-01,7.48E-10
Chandauli,66,9,Uttar Pradesh,2019-12-01,0.00E+00
Deoria,60,9,Uttar Pradesh,2019-12-01,4.03E-07
Etah,17,9,Uttar Pradesh,2019-12-01,0.00E+00
Kanpur Dehat,33,9,Uttar Pradesh,2019-12-01,0.00E+00
Etawah,31,9,Uttar Pradesh,2019-12-01,0.00E+00
Faizabad,47,9,Uttar Pradesh,2019-12-01,5.45E-07
Ghazipur,65,9,Uttar Pradesh,2019-12-01,0.00E+00
Gonda,53,9,Uttar Pradesh,2019-12-01,4.79E-07
Gorakhpur,58,9,Uttar Pradesh,2019-12-01,1.02E-06
Farrukhabad,29,9,Uttar Pradesh,2019-12-01,0.00E+00
Fatehpur,42,9,Uttar Pradesh,2019-12-01,0.00E+00
Firozabad,16,9,Uttar Pradesh,2019-12-01,0.00E+00
Hamirpur,38,9,Uttar Pradesh,2019-12-01,0.00E+00
Hardoi,25,9,Uttar Pradesh,2019-12-01,0.00E+00
Jalaun,35,9,Uttar Pradesh,2019-12-01,0.00E+00
Jaunpur,64,9,Uttar Pradesh,2019-12-01,1.90E-07
Jhansi,36,9,Uttar Pradesh,2019-12-01,0.00E+00
Jyotiba Phule Nagar,6,9,Uttar Pradesh,2019-12-01,0.00E+00
Kannauj,30,9,Uttar Pradesh,2019-12-01,0.00E+00
Kanpur Nagar,34,9,Uttar Pradesh,2019-12-01,0.00E+00
Kaushambi,44,9,Uttar Pradesh,2019-12-01,0.00E+00
Kheri,23,9,Uttar Pradesh,2019-12-01,0.00E+00
Mirzapur,69,9,Uttar Pradesh,2019-12-01,3.95E-07
Moradabad,4,9,Uttar Pradesh,2019-12-01,5.95E-10
Muzaffarnagar,2,9,Uttar Pradesh,2019-12-01,1.63E-09
Rae Bareli,28,9,Uttar Pradesh,2019-12-01,0.00E+00
Kushinagar,59,9,Uttar Pradesh,2019-12-01,8.70E-07
Lucknow,27,9,Uttar Pradesh,2019-12-01,0.00E+00
Lalitpur,37,9,Uttar Pradesh,2019-12-01,0.00E+00
Mahrajganj,57,9,Uttar Pradesh,2019-12-01,2.34E-06
Mahoba,39,9,Uttar Pradesh,2019-12-01,0.00E+00
Mainpuri,18,9,Uttar Pradesh,2019-12-01,0.00E+00
Mathura,14,9,Uttar Pradesh,2019-12-01,0.00E+00
Mau,62,9,Uttar Pradesh,2019-12-01,5.90E-08
Meerut,7,9,Uttar Pradesh,2019-12-01,1.32E-10
Pilibhit,21,9,Uttar Pradesh,2019-12-01,0.00E+00
Pratapgarh,43,9,Uttar Pradesh,2019-12-01,1.00E-07
Rampur,5,9,Uttar Pradesh,2019-12-01,0.00E+00
Sant Ravidas Nagar Bhadohi,68,9,Uttar Pradesh,2019-12-01,2.84E-07
Sant Kabir Nagar,56,9,Uttar Pradesh,2019-12-01,1.36E-06
Shahjahanpur,22,9,Uttar Pradesh,2019-12-01,0.00E+00
Hathras,13,9,Uttar Pradesh,2019-12-01,0.00E+00
Shrawasti,51,9,Uttar Pradesh,2019-12-01,0.00E+00
Saharanpur,1,9,Uttar Pradesh,2019-12-01,2.22E-07
Sitapur,24,9,Uttar Pradesh,2019-12-01,0.00E+00
Sultanpur,49,9,Uttar Pradesh,2019-12-01,2.02E-07
Sonbhadra,70,9,Uttar Pradesh,2019-12-01,2.51E-07
Siddharthnagar,54,9,Uttar Pradesh,2019-12-01,1.73E-06
Unnao,26,9,Uttar Pradesh,2019-12-01,0.00E+00
Varanasi,67,9,Uttar Pradesh,2019-12-01,1.30E-07
Bulandshahr,11,9,Uttar Pradesh,2019-12-01,0.00E+00
Gautam Buddha Nagar,10,9,Uttar Pradesh,2019-12-01,0.00E+00
Ghaziabad,9,9,Uttar Pradesh,2019-12-01,0.00E+00
Araria,7,10,Bihar,2019-12-01,0.00E+00
Aurangabad,34,10,Bihar,2019-12-01,0.00E+00
Banka,23,10,Bihar,2019-12-01,0.00E+00
Bhagalpur,22,10,Bihar,2019-12-01,0.00E+00
Begusarai,20,10,Bihar,2019-12-01,0.00E+00
Saran,17,10,Bihar,2019-12-01,0.00E+00
Katihar,10,10,Bihar,2019-12-01,0.00E+00
Darbhanga,13,10,Bihar,2019-12-01,0.00E+00
Gopalganj,15,10,Bihar,2019-12-01,1.66E-08
Jamui,37,10,Bihar,2019-12-01,0.00E+00
Kishanganj,8,10,Bihar,2019-12-01,4.46E-08
Muzaffarpur,14,10,Bihar,2019-12-01,0.00E+00
Purnia,9,10,Bihar,2019-12-01,0.00E+00
Khagaria,21,10,Bihar,2019-12-01,0.00E+00
Madhubani,5,10,Bihar,2019-12-01,0.00E+00
Lakhisarai,25,10,Bihar,2019-12-01,0.00E+00
Madhepura,11,10,Bihar,2019-12-01,0.00E+00
Purba Champaran,2,10,Bihar,2019-12-01,0.00E+00
Munger,24,10,Bihar,2019-12-01,0.00E+00
Nalanda,27,10,Bihar,2019-12-01,0.00E+00
Nawada,36,10,Bihar,2019-12-01,0.00E+00
Pashchim Champaran,1,10,Bihar,2019-12-01,1.33E-07
Patna,28,10,Bihar,2019-12-01,0.00E+00
Samastipur,19,10,Bihar,2019-12-01,0.00E+00
Sheikhpura,26,10,Bihar,2019-12-01,0.00E+00
Sheohar,3,10,Bihar,2019-12-01,0.00E+00
Saharsa,12,10,Bihar,2019-12-01,0.00E+00
Sitamarhi,4,10,Bihar,2019-12-01,0.00E+00
Siwan,16,10,Bihar,2019-12-01,0.00E+00
Supaul,6,10,Bihar,2019-12-01,0.00E+00
Vaishali,18,10,Bihar,2019-12-01,0.00E+00
Kaimur (Bhabua),31,10,Bihar,2019-12-01,0.00E+00
Gaya,35,10,Bihar,2019-12-01,0.00E+00
Bhojpur,29,10,Bihar,2019-12-01,0.00E+00
Buxar,30,10,Bihar,2019-12-01,0.00E+00
Jehanabad,33,10,Bihar,2019-12-01,0.00E+00
Rohtas,32,10,Bihar,2019-12-01,0.00E+00
East,4,11,Sikkim,2019-12-01,2.91E-07
North,1,11,Sikkim,2019-12-01,8.75E-08
South,3,11,Sikkim,2019-12-01,2.68E-07
West,2,11,Sikkim,2019-12-01,2.02E-07
Changlang,12,12,Arunanchal Pradesh,2019-12-01,1.75E-06
Dibang Valley,10,12,Arunanchal Pradesh,2019-12-01,9.85E-08
East Kameng,3,12,Arunanchal Pradesh,2019-12-01,0.00E+00
East Siang,8,12,Arunanchal Pradesh,2019-12-01,3.53E-07
Lohit,11,12,Arunanchal Pradesh,2019-12-01,5.20E-07
Lower Subansiri,5,12,Arunanchal Pradesh,2019-12-01,3.17E-08
Papum Pare,4,12,Arunanchal Pradesh,2019-12-01,1.55E-08
Tawang,1,12,Arunanchal Pradesh,2019-12-01,0.00E+00
Tirap,13,12,Arunanchal Pradesh,2019-12-01,1.86E-06
West Kameng,2,12,Arunanchal Pradesh,2019-12-01,0.00E+00
West Siang,7,12,Arunanchal Pradesh,2019-12-01,7.30E-08
