system:index,ADM0_NAME,ADM1_NAME,ADM2_NAME,date,mean
0_00010000000000000f0b,India,Bihar,Jamui,2018-01-01,12.656306377221979
0_00010000000000000f0d,India,Bihar,Lakhisarai,2018-01-01,12.926174882097909
0_00010000000000000f0e,India,Bihar,Sheikhpura,2018-01-01,12.70575419498296
0_00010000000000000f0f,India,Bihar,Sheohar,2018-01-01,12.35731497844757
0_00010000000000000f10,India,Bihar,Supaul,2018-01-01,13.756483828802333
0_00010000000000000f29,India,Jharkhand,Bokaro,2018-01-01,11.99708594660079
0_00010000000000000f2a,India,Jharkhand,Chatra,2018-01-01,11.974307062856962
0_00010000000000000f2c,India,Jharkhand,Dumka,2018-01-01,12.930658597881548
0_00010000000000000f2d,India,Jharkhand,Garhwa,2018-01-01,10.856183232955306
0_00010000000000000f2e,India,Jharkhand,Giridih,2018-01-01,12.091823298276324
0_00010000000000000f2f,India,Jharkhand,Gumla,2018-01-01,11.035007563020955
0_00010000000000000f30,India,Jharkhand,Hazaribag,2018-01-01,11.67669511578674
0_00010000000000000f31,India,Jharkhand,Jamtara,2018-01-01,13.078501455602872
0_00010000000000000f32,India,Jharkhand,Koderma,2018-01-01,12.233849075934014
0_00010000000000000f33,India,Jharkhand,Latehar,2018-01-01,11.564093527575576
0_00010000000000000f34,India,Jharkhand,Pakur,2018-01-01,13.437046836067918
0_00010000000000000f35,India,Jharkhand,Palamu,2018-01-01,11.422815524705078
0_00010000000000000f36,India,Jharkhand,Pashchim Singhbhum,2018-01-01,14.735117123054744
0_00010000000000000f37,India,Jharkhand,Purba Singhbhum,2018-01-01,15.522654050240751
0_00010000000000000f38,India,Jharkhand,Sahibganj,2018-01-01,13.768089883685763
0_00010000000000000f39,India,Jharkhand,Saraikela Kharsawan,2018-01-01,14.188829196392257
0_00010000000000000f3a,India,Jharkhand,Simdega,2018-01-01,12.519504413229422
0_00010000000000000f73,India,Uttar Pradesh,Bahraich,2018-01-01,7.870553922630939
0_00010000000000000f7b,India,Uttar Pradesh,Deoria,2018-01-01,10.787969917776588
0_00010000000000000f7e,India,Uttar Pradesh,Faizabad,2018-01-01,9.020864816093598
0_00010000000000000f84,India,Uttar Pradesh,Gorakhpur,2018-01-01,10.381584503381148
0_00010000000000000f85,India,Uttar Pradesh,Hamirpur,2018-01-01,9.022319157476284
0_00010000000000000f9e,India,Uttar Pradesh,Ambedkar Nagar,2018-01-01,9.379593504668494
0_00010000000000000fac,India,Uttar Pradesh,Kushinagar,2018-01-01,11.178157940968484
0_00010000000000000fad,India,Uttar Pradesh,Maharajganj,2018-01-01,10.79840221355153
0_00010000000000000fae,India,Uttar Pradesh,Mahoba,2018-01-01,8.920470382686492
0_00010000000000000fb1,India,Uttar Pradesh,Sant Ravi Das Nagar,2018-01-01,9.661926562189791
0_00010000000000000fb2,India,Uttar Pradesh,Shravasti,2018-01-01,8.40950151857668
0_00010000000000000fbd,India,Uttarakhand,Naini Tal,2018-01-01,4.000768815322259
0_00010000000000000fc0,India,Uttarakhand,Udham Singh Nagar,2018-01-01,5.074508044161261
0_00010000000000000df4,India,Karnataka,Bellary,2018-01-01,20.48969714914515
0_00010000000000000df6,India,Karnataka,Bijapur,2018-01-01,18.056208602545787
0_00010000000000000df8,India,Karnataka,Dakshin Kannad,2018-01-01,31.12982941501461
0_00010000000000000df9,India,Karnataka,Dharwad,2018-01-01,19.669620217755835
0_00010000000000000dff,India,Karnataka,Mysore,2018-01-01,25.42225394396676
0_00010000000000000e00,India,Karnataka,Raichur,2018-01-01,20.078189735903113
0_00010000000000000e01,India,Karnataka,Shimoga,2018-01-01,24.241014297654306
0_00010000000000000e04,India,Karnataka,Bagalkot,2018-01-01,18.506837975403947
0_00010000000000000e07,India,Karnataka,Chamrajnagar,2018-01-01,26.411944532689425
0_00010000000000000e08,India,Karnataka,Chitradurga,2018-01-01,21.53131078051882
0_00010000000000000e09,India,Karnataka,Davanagere,2018-01-01,21.535322177267386
0_00010000000000000e0a,India,Karnataka,Gadag,2018-01-01,19.382551957997403
0_00010000000000000e0b,India,Karnataka,Haveri,2018-01-01,21.093262279242264
0_00010000000000000e0c,India,Karnataka,Koppal,2018-01-01,19.345288694214748
0_00010000000000000e0d,India,Karnataka,Udupi,2018-01-01,29.834457249281424
0_00010000000000000e1d,India,Maharashtra,Akola,2018-01-01,10.56036540205164
0_00010000000000000e3b,India,Maharashtra,Mumbai Suburban,2018-01-01,15.426426840449661
0_00010000000000000e3c,India,Maharashtra,Mumbai city,2018-01-01,16.142773313059415
0_00010000000000000e3f,India,Maharashtra,Washim,2018-01-01,11.102098494334495
0_00010000000000000e43,India,Manipur,East Imphal,2018-01-01,15.533203737902106
0_00010000000000000e48,India,Manipur,West Imphal,2018-01-01,16.12774632883689
0_00010000000000000ea2,India,Rajasthan,Sawai Madhopur,2018-01-01,7.769949166160766
0_00010000000000000eaa,India,Rajasthan,Karauli,2018-01-01,7.979952286719758
0_00010000000000000eba,India,Tamil Nadu,Salem,2018-01-01,29.782835377336212
0_00010000000000000ebb,India,Tamil Nadu,Thanjavur,2018-01-01,37.2938946457924
0_00010000000000000ec4,India,Tamil Nadu,Madurai,2018-01-01,33.37551268349653
0_00010000000000000ec5,India,Tamil Nadu,Nagapattinam,2018-01-01,38.83092035143269
0_00010000000000000ec6,India,Tamil Nadu,Namakkal,2018-01-01,33.01007586366697
0_00010000000000000ec8,India,Tamil Nadu,Theni,2018-01-01,30.76427740752298
0_00010000000000000f70,India,Uttar Pradesh,Aligarh,2018-01-01,7.486292803595646
0_00010000000000000f71,India,Uttar Pradesh,Allahabad,2018-01-01,9.430975953211691
0_00010000000000000f75,India,Uttar Pradesh,Banda,2018-01-01,9.057696617624982
0_00010000000000000f83,India,Uttar Pradesh,Gonda,2018-01-01,9.04915832170123
0_00010000000000000f8f,India,Uttar Pradesh,Mathura,2018-01-01,7.643580896048409
0_00010000000000000f92,India,Uttar Pradesh,Moradabad,2018-01-01,6.858140133451624
0_00010000000000000f9d,India,Uttar Pradesh,Varanasi,2018-01-01,9.806240077520131
0_00010000000000000fa2,India,Uttar Pradesh,Balrampur,2018-01-01,8.69789612527604
0_00010000000000000fa3,India,Uttar Pradesh,Chandauli,2018-01-01,10.048134814414887
0_00010000000000000fa4,India,Uttar Pradesh,Chitrakoot,2018-01-01,9.19747931361663
0_00010000000000000fa7,India,Uttar Pradesh,Hathras,2018-01-01,7.717467927898933
0_00010000000000000fa8,India,Uttar Pradesh,Jyotiba Phule Nagar,2018-01-01,7.041672871465914
0_00010000000000000fab,India,Uttar Pradesh,Kaushambi,2018-01-01,9.220840835150678
0_00010000000000000dbe,India,Gujarat,Bharuch,2018-01-01,9.287318684784607
0_00010000000000000dc2,India,Gujarat,Junagadh,2018-01-01,9.252573311769707
0_00010000000000000dc4,India,Gujarat,Kheda,2018-01-01,7.95857637517274
0_00010000000000000dcc,India,Gujarat,Valsad,2018-01-01,12.214858922952384
0_00010000000000000dcd,India,Gujarat,Anand,2018-01-01,8.430077306440321
0_00010000000000000dce,India,Gujarat,Dahod,2018-01-01,7.903157101286038
0_00010000000000000dcf,India,Gujarat,Narmada,2018-01-01,9.25824268720186
0_00010000000000000dd0,India,Gujarat,Navsari,2018-01-01,11.384582848865422
0_00010000000000000dd1,India,Gujarat,Panch Mahals,2018-01-01,8.027801418766439
0_00010000000000000dd3,India,Gujarat,Porbandar,2018-01-01,9.28828776728005
0_00010000000000000dd7,India,Haryana,Hisar,2018-01-01,6.799393947872804
0_00010000000000000ddc,India,Haryana,Rohtak,2018-01-01,6.962459011226487
0_00010000000000000de0,India,Haryana,Fatehabad,2018-01-01,6.8315430999265345
0_00010000000000000de1,India,Haryana,Jhajjar,2018-01-01,6.961015001680093
0_00010000000000000e22,India,Maharashtra,Dhule,2018-01-01,9.705015007223183
0_00010000000000000e3d,India,Maharashtra,Nandurbar,2018-01-01,9.098374995370543
0_00010000000000000e55,India,Nagaland,Kohima,2018-01-01,20.69040587262799
0_00010000000000000e5c,India,Nagaland,Dimapur,2018-01-01,22.52694836384306
0_00010000000000000e98,India,Rajasthan,Ganganagar,2018-01-01,6.570060311144634
0_00010000000000000ea9,India,Rajasthan,Hanumangarh,2018-01-01,6.521838694705419
0_00010000000000000f13,India,Chhattisgarh,Bastar,2018-01-01,18.39757965648819
0_00010000000000000f14,India,Chhattisgarh,Bilaspur,2018-01-01,11.279156446478453
0_00010000000000000f15,India,Chhattisgarh,Dantewada,2018-01-01,21.928078583227936
0_00010000000000000f16,India,Chhattisgarh,Dhamtari,2018-01-01,16.22061517943774
0_00010000000000000f17,India,Chhattisgarh,Janjgir-Champa,2018-01-01,14.349875764177671
0_00010000000000000f18,India,Chhattisgarh,Jashpur,2018-01-01,11.116822786456671
0_00010000000000000f19,India,Chhattisgarh,Kanker,2018-01-01,16.381548985223603
0_00010000000000000f1a,India,Chhattisgarh,Kawardha,2018-01-01,10.63052820974378
0_00010000000000000f1b,India,Chhattisgarh,Korba,2018-01-01,11.810990313341453
0_00010000000000000f1c,India,Chhattisgarh,Koriya,2018-01-01,9.773617767529784
0_00010000000000000f1d,India,Chhattisgarh,Mahasamund,2018-01-01,16.023781103573075
0_00010000000000000f1e,India,Chhattisgarh,Raipur,2018-01-01,15.755702808819239
0_00010000000000000f1f,India,Chhattisgarh,Raj Nandgaon,2018-01-01,13.74118285827896
0_00010000000000000f20,India,Chhattisgarh,Surguja,2018-01-01,10.663719792185647
0_00010000000000000f48,India,Madhya Pradesh,Hoshangabad,2018-01-01,8.558919992264551
0_00010000000000000f4a,India,Madhya Pradesh,Jabalpur,2018-01-01,9.11776550518304
0_00010000000000000f4c,India,Madhya Pradesh,Mandla,2018-01-01,9.564549063537376
0_00010000000000000f4d,India,Madhya Pradesh,Mandsaur,2018-01-01,6.984880135063537
0_00010000000000000f4e,India,Madhya Pradesh,Morena,2018-01-01,8.624129479220146
0_00010000000000000f52,India,Madhya Pradesh,Rajgarh,2018-01-01,7.509888213207882
0_00010000000000000f60,India,Madhya Pradesh,West Nimar,2018-01-01,8.400713785422111
0_00010000000000000f63,India,Madhya Pradesh,Barwani,2018-01-01,8.549699653164431
0_00010000000000000f65,India,Madhya Pradesh,Dindori,2018-01-01,9.226032227594072
0_00010000000000000f66,India,Madhya Pradesh,Harda,2018-01-01,8.598990517036828
0_00010000000000000f67,India,Madhya Pradesh,Katni,2018-01-01,8.937282594191919
0_00010000000000000f68,India,Madhya Pradesh,Neemuch,2018-01-01,6.9543908380641835
0_00010000000000000f69,India,Madhya Pradesh,Sheopur,2018-01-01,8.182534630953176
0_00010000000000000f6a,India,Madhya Pradesh,Umaria,2018-01-01,9.286545334004197
0_00010000000000000f78,India,Uttar Pradesh,Basti,2018-01-01,9.578987484796983
0_00010000000000000f7a,India,Uttar Pradesh,Bulandshahr,2018-01-01,7.274120807336124
0_00010000000000000f7d,India,Uttar Pradesh,Etawah,2018-01-01,8.474100657071062
0_00010000000000000f7f,India,Uttar Pradesh,Farrukhabad,2018-01-01,7.823108041622833
0_00010000000000000f90,India,Uttar Pradesh,Meerut,2018-01-01,7.0113811933705605
0_00010000000000000f9f,India,Uttar Pradesh,Auraiya,2018-01-01,8.515511599135502
0_00010000000000000fa1,India,Uttar Pradesh,Baghpat,2018-01-01,7.057945059941419
0_00010000000000000fa6,India,Uttar Pradesh,Gautam Buddha Nagar,2018-01-01,7.139096626649584
0_00010000000000000fa9,India,Uttar Pradesh,Kannauj,2018-01-01,8.141753912586466
0_00010000000000000fb0,India,Uttar Pradesh,Sant Kabir Nagar,2018-01-01,10.16170683813698
