DISTRICT,year,mean NDVI
Agra,2000,0.2585568712850000
Aligarh,2000,0.2780483043254820
Allahabad,2000,0.3198619483477480
Ambedkar Nagar,2000,0.3602371798300450
Bareilly,2000,0.2984115699884560
Bijnor,2000,0.3447919470382130
Basti,2000,0.30297634130917600
Baghpat,2000,0.31052632773087700
Bahraich,2000,0.2797879529039010
Ballia,2000,0.2567472754413300
Balrampur,2000,0.2892967287607820
Banda,2000,0.24582137393825800
Barabanki,2000,0.305594372935486
Chitrakoot,2000,0.27980402766235900
Chandauli,2000,0.3037053987517840
Deoria,2000,0.3083304146434830
Etah,2000,0.2643562801569660
Kanpur Dehat,2000,0.2596800296306100
Etawah,2000,0.2730987637574190
Faizabad,2000,0.3489169690095250
Ghazipur,2000,0.3146192112880670
Gonda,2000,0.3118378496981340
Gorakhpur,2000,0.30503716216588600
Farrukhabad,2000,0.2346097563856090
Fatehpur,2000,0.2851629464526150
Firozabad,2000,0.2670234904959830
Hamirpur,2000,0.2373407116619880
Hardoi,2000,0.26898142352528400
Saharanpur,2000,0.3522201979723550
Sitapur,2000,0.2858016119070710
Sultanpur,2000,0.3700074345296700
Sonbhadra,2000,0.2853957064810300
Siddharthnagar,2000,0.30617488990000500
Unnao,2000,0.2716211879783720
Varanasi,2000,0.350346849779296
Bulandshahr,2000,0.3026852852476720
Gautam Buddha Nagar,2000,0.247082421762542
Ghaziabad,2000,0.29146458821915500
Hathras,2000,0.28055033590285000
Jamui,2000,0.2616939311877890
Kishanganj,2000,0.2720460237817830
Muzaffarpur,2000,0.2521109562277050
Purnia,2000,0.258966777084724
Khagaria,2000,0.20322352968602300
Madhubani,2000,0.2418135004763740
Lakhisarai,2000,0.25455423920810600
Madhepura,2000,0.25495021800072600
Purba Champaran,2000,0.28677652805357
Munger,2000,0.2615456617132930
Nalanda,2000,0.26806443214797900
Nawada,2000,0.30138143569105800
Pashchim Champaran,2000,0.30172648311561
Patna,2000,0.22537165854773200
Samastipur,2000,0.2450231617541490
Sheikhpura,2000,0.2391337098786240
Sheohar,2000,0.2906826483404100
Araria,2000,0.2530454636663890
Aurangabad,2000,0.2960425230313080
Banka,2000,0.242265340049318
Bhagalpur,2000,0.2108216331094300
Begusarai,2000,0.25176154880048900
Saran,2000,0.23777547204584200
Katihar,2000,0.23898104021384700
Darbhanga,2000,0.25342904039461500
Gopalganj,2000,0.2723754810465550
Saharsa,2000,0.22838373125115200
Sitamarhi,2000,0.2791011860595330
Siwan,2000,0.2669371138466630
Supaul,2000,0.22697280278274800
Vaishali,2000,0.23128026488461400
Kaimur (Bhabua),2000,0.31023050184730000
Gaya,2000,0.30958569175388300
Bhojpur,2000,0.25083918970034200
Buxar,2000,0.2724804861919040
Jehanabad,2000,0.2772025295024940
Rohtas,2000,0.30744379337335400
North,2000,0.19765720348552600
East,2000,0.2948795541010520
South,2000,0.3124222720098520
West,2000,0.27642893677301200
Lohit,2000,0.3449334160773510
Lower Subansiri,2000,0.3628528263028780
Papum Pare,2000,0.4139529805939170
Changlang,2000,0.4175226064029070
Dibang Valley,2000,0.3261759374680930
East Kameng,2000,0.4031804767764210
East Siang,2000,0.38609186753939900
Tawang,2000,0.22364371910858900
Tirap,2000,0.4219219794497110
West Kameng,2000,0.36381029574859800
West Siang,2000,0.3495836297356410
Upper Siang,2000,0.32882514890531800
Upper Subansiri,2000,0.339714013047662
Mokokchung,2000,0.4232834261340890
Mon,2000,0.4371043627599110
Phek,2000,0.4268476006970020
Tuensang,2000,0.4392113171482190
Wokha,2000,0.4307745755036540
Zunheboto,2000,0.4084529934675150
Dimapur,2000,0.4153246547738700
Kohima,2000,0.4230584814349320
Imphal East,2000,0.2913903489386580
Imphal West,2000,0.5034731206366240
Senapati (Excl. 3 sub-divisions),2000,0.3870881681751240
Bishnupur,2000,0.2307927811694020
Chandel,2000,0.4471388488160930
Churachandpur,2000,0.4522269511211650
Tamenglong,2000,0.4516248568836610
Thoubal,2000,0.2914934025277650
Ukhrul,2000,0.4314052692215360
Kolasib,2000,0.5473731950397090
Mamit,2000,0.5190188417996090
Lunglei,2000,0.5005923959956810
Lawngtlai,2000,0.5082555571343830
Saiha,2000,0.5062692900950670
Serchhip,2000,0.4908212586299580
Aizawl,2000,0.4966794149003870
Champhai,2000,0.4639949271733910
North Tripura,2000,0.4655592103586380
Dhalai,2000,0.4575732347458880
South Tripura,2000,0.4298524828809020
West Tripura,2000,0.4036729481757930
Jaintia Hills,2000,0.3593506902362530
East Garo Hills,2000,0.4390436409229420
East Khasi Hills,2000,0.3706666233062250
Ri Bhoi,2000,0.4359320054486160
South Garo Hills,2000,0.4069866877455750
West Garo Hills,2000,0.3894288253833980
West Khasi Hills,2000,0.4110921971630160
Jorhat,2000,0.2580210829151800
Karimganj,2000,0.377683762333121
Kokrajhar,2000,0.3394759999976750
Lakhimpur,2000,0.28706408155661700
Nagaon,2000,0.312863395708028
Marigaon,2000,0.2625042194460560
Nalbari,2000,0.3017535062997090
North Cachar Hills,2000,0.42283600591565100
Barpeta,2000,0.24254106669476500
Bongaigaon,2000,0.27720665965681800
Cachar,2000,0.4243951786086960
Darrang,2000,0.25842509930359600
Dhemaji,2000,0.2819983140613550
Dhubri,2000,0.20952896271177300
Dibrugarh,2000,0.26309553908920400
Kamrup,2000,0.3107445140993910
Karbi Anglong,2000,0.4224238278777140
Goalpara,2000,0.2288563082827520
Golaghat,2000,0.2829195762833250
Hailakandi,2000,0.43251470376767600
Sonitpur,2000,0.265360716892115
Sibsagar,2000,0.3148271631371190
Tinsukia,2000,0.3347258800270330
Jalpaiguri,2000,0.3418323231268930
Koch Bihar,2000,0.2969203950109690
Murshidabad,2000,0.2365439686313110
Puruliya,2000,0.2918932822203250
Kolkata,2000,0.11391213947230000
Maldah,2000,0.25215055298178000
Nadia,2000,0.16934334092353700
North Twenty Four Parganas,2000,0.2699239220109240
Medinipur,2000,0.34554014182494400
Barddhaman,2000,0.3120463378786450
Birbhum,2000,0.28529874301540600
Bankura,2000,0.3359238225760520
Dakshin Dinajpur,2000,0.26589068424723600
Darjiling,2000,0.34259749542526700
Haora,2000,0.28857420932050300
South  Twenty Four Parganas,2000,0.302164303181457
Uttar Dinajpur,2000,0.2741701758136050
Hugli,2000,0.2793006162112330
Purbi Singhbhum,2000,0.32959099099242100
Lohardaga,2000,0.29226983192732300
Pakaur,2000,0.2788668944488010
Pashchimi Singhbhum,2000,0.3381719596059990
Bokaro,2000,0.2778678346620640
Deoghar,2000,0.2365340754729690
Dhanbad,2000,0.2559388644738330
Dumka,2000,0.2626479484873350
Giridih,2000,0.257217606148646
Godda,2000,0.27303469377295000
Gumla,2000,0.3052324948971120
Ranchi,2000,0.3160332359599700
Sahibganj,2000,0.259887439760319
Garhwa,2000,0.3322601028025120
Palamu,2000,0.3550186652313690
Chatra,2000,0.3600925193561760
Hazaribagh,2000,0.3027493953786370
Kodarma,2000,0.3064587908577590
Jajapur,2000,0.2982767565975310
Jagatsinghapur,2000,0.2732012299324000
Jharsuguda,2000,0.2459336835640100
Khordha,2000,0.3065427482541980
Mayurbhanj,2000,0.3689981845800900
Puri,2000,0.19052909562192500
Koraput,2000,0.3506963327031890
Malkangiri,2000,0.3754200474222750
Nabarangapur,2000,0.3031460667594070
Nayagarh,2000,0.36430406420728700
Nuapada,2000,0.3034860894652610
Kandhamal,2000,0.4105705713514910
Sambalpur,2000,0.3550680716736030
Anugul,2000,0.33274582799561800
Bhadrak,2000,0.2933235142099730
Baudh,2000,0.3426480499572450
Balangir,2000,0.3270765426887990
Baleshwar,2000,0.3082022443106510
Bargarh,2000,0.3260679119122260
Kendrapara,2000,0.28934668210709600
Kendujhar,2000,0.3084924667833920
Debagarh,2000,0.3047725628828270
Cuttack,2000,0.2985956429979720
Dhenkanal,2000,0.3192295322617810
Kalahandi,2000,0.33903174712889300
Ganjam,2000,0.372515736975316
Gajapati,2000,0.4529093910519640
Rayagada,2000,0.4239407290670290
Sundargarh,2000,0.3216929247786850
Sonapur,2000,0.3141711566686170
Jashpur,2000,0.3005153684622700
Koriya,2000,0.3760613397603470
Mahasamund,2000,0.2727946328465050
Raigarh,2000,0.31759711186172800
Raipur,2000,0.2903346665180730
Rajnandgaon,2000,0.3307367863597370
Bastar,2000,0.3519491578454940
Dantewada,2000,0.4088509713092600
Dhamtari,2000,0.3296288556689180
Durg,2000,0.2798625703805740
Kanker,2000,0.3418938627663770
Surguja,2000,0.3382026098228150
Bilaspur,2000,0.3220234654032420
Janjgir - Champa,2000,0.25270465260038400
Korba,2000,0.3275323625714090
Kawardha,2000,0.3489465305981760
Jabalpur,2000,0.3178015380940300
Jhabua,2000,0.2047804379967570
Mandsaur,2000,0.21783943631824100
Tikamgarh,2000,0.3018775945277210
Narsimhapur,2000,0.34065301805516200
Neemuch,2000,0.2298282159527990
Panna,2000,0.3099394207907760
Raisen,2000,0.2905797495711560
Rajgarh,2000,0.2495338440811800
Satna,2000,0.29640353849144200
Sehore,2000,0.29365313858924300
Seoni,2000,0.3204931422893090
Shajapur,2000,0.2733855780706020
Shivpuri,2000,0.27173931983691100
Bhind,2000,0.2403282694628300
Bhopal,2000,0.27423815141295700
Barwani,2000,0.20131500432544000
Betul,2000,0.2828528738515230
Balaghat,2000,0.4162388911770180
Chhatarpur,2000,0.3037416144654420
Chhindwara,2000,0.3123255012206760
Dewas,2000,0.3025525616153390
Katni,2000,0.3371970520183830
Datia,2000,0.26386256822055500
Damoh,2000,0.3094836248284150
Dhar,2000,0.21112957526037700
East Nimar,2000,0.2679318717070700
Guna,2000,0.2452711563634070
Gwalior,2000,0.255788326190481
Harda,2000,0.31387426302839000
Ratlam,2000,0.2501027600643940
Rewa,2000,0.2714902426157700
Sagar,2000,0.2955462196300080
Sidhi,2000,0.3180021212521300
Ujjain,2000,0.2816327721920370
Vidisha,2000,0.26618352284019900
West Nimar,2000,0.23247146033625100
Morena,2000,0.2312685701349370
Sheopur,2000,0.2543915636422010
Dindori,2000,0.3268771911908220
Mandla,2000,0.3346701480111530
Shahdol,2000,0.2966420324495120
Umaria,2000,0.34840558563999500
Hoshangabad,2000,0.3353896148339720
Indore,2000,0.26524473950497200
Jamnagar,2000,0.1332469255136460
Kheda,2000,0.27795974039508400
Mahesana,2000,0.2802513170248860
Narmada,2000,0.2558571675252980
Navsari,2000,0.2880244381261000
Panch Mahals,2000,0.2685223204465650
Patan,2000,0.1922597074103470
Porbandar,2000,0.20337566631525700
Rajkot,2000,0.16691510737701000
Anand,2000,0.2543738765986800
Ahmadabad,2000,0.1896905981045210
Amreli,2000,0.16803772654021600
Bhavnagar,2000,0.1657410165329620
Banas Kantha,2000,0.2626971064379180
Dohad,2000,0.2282639150553440
Junagadh,2000,0.2491369475987730
Kachchh,2000,0.05946785416673800
Gandhinagar,2000,0.29241031221159700
Sabar Kantha,2000,0.27023190073259400
Surendranagar,2000,0.17020791011034100
The Dangs,2000,0.3271884383616260
Vadodara,2000,0.25355112079406700
Valsad,2000,0.2994064909955510
Bharuch,2000,0.2016608429467990
Surat,2000,0.267944151161428
Daman,2000,0.18531769201232200
Diu,2000,0.16011285230399800
Jalgaon,2000,0.2657227964974200
Jalna,2000,0.24583475488309600
Kolhapur,2000,0.4083776660367360
Latur,2000,0.2572405881457370
Pune,2000,0.2834461422049580
Nagpur,2000,0.3026879669952100
Mumbai,2000,-0.04871923476861390
Mumbai (Suburban),2000,0.1902310784572370
Nanded,2000,0.28474364345817300
Nandurbar,2000,0.23406655069088900
Nashik,2000,0.2569217918552780
Osmanabad,2000,0.23250216890344900
Parbhani,2000,0.2660975527785030
Sangli,2000,0.25353495784915500
Satara,2000,0.29514973685240100
Aurangabad,2000,0.25467389443462500
Ahmadnagar,2000,0.25979378207278300
Akola,2000,0.26772278468158400
Amravati,2000,0.28360862471459600
Bid,2000,0.2478286257107270
Bhandara,2000,0.3289801983076760
Buldana,2000,0.2578389360631610
Chandrapur,2000,0.332351401756731
Dhule,2000,0.19681488072512400
Gadchiroli,2000,0.3879275922028360
Gondiya,2000,0.3540127047384140
Ratnagiri,2000,0.4051238395198590
Raigarh,2000,0.3182252943344470
Thane,2000,0.3057172518286260
Solapur,2000,0.23841465504436100
Sindhudurg,2000,0.4534643071566480
Wardha,2000,0.2893002266885370
Washim,2000,0.26506560282350500
Yavatmal,2000,0.28154172753970800
Hingoli,2000,0.27480518054080300
Khammam,2000,0.3537135887589980
Medak,2000,0.3042753292698350
Krishna,2000,0.3168702029790800
Kurnool,2000,0.2466076763661080
Mahbubnagar,2000,0.26994656616408100
Nalgonda,2000,0.2731440969694200
Nellore,2000,0.25875141849326900
Nizamabad,2000,0.31779939836221300
Prakasam,2000,0.3221607846127810
Anantapur,2000,0.252870509471363
Adilabad,2000,0.32004623571483700
Chittoor,2000,0.31542095167331500
Cuddapah,2000,0.2866828592854400
East Godavari,2000,0.3511144288951400
Karimnagar,2000,0.3548686468008370
Guntur,2000,0.3341706738047460
Rangareddi,2000,0.276797255830802
Srikakulam,2000,0.3297631484500570
West Godavari,2000,0.3450192891987410
Visakhapatnam,2000,0.3450516269823240
Vizianagaram,2000,0.3476417137851780
Warangal,2000,0.3577407483270870
Hyderabad,2000,0.2034815776398440
Kodagu,2000,0.4013823479405160
Kolar,2000,0.2841088486398780
Mandya,2000,0.3153504700758650
Koppal,2000,0.21540454227621500
Mysore,2000,0.3052652757326650
Raichur,2000,0.22602025406731200
Shimoga,2000,0.3430759747155560
Bagalkot,2000,0.22643209430324100
Bangalore,2000,0.30623263417160700
Bidar,2000,0.2735533352927030
Bijapur,2000,0.1803453798161930
Belgaum,2000,0.2919141982055230
Bellary,2000,0.2306897082454800
Bangalore Rural,2000,0.3170858668878710
Chamarajanagar,2000,0.3369401959333260
Chikmagalur,2000,0.3570569280933140
Chitradurga,2000,0.2315989074436730
Dakshina Kannada,2000,0.386518303023466
Davanagere,2000,0.2798727926055570
Dharwad,2000,0.27616341492296600
Gulbarga,2000,0.2343237885218980
Gadag,2000,0.2245406695702050
Tumkur,2000,0.28105227290347500
Udupi,2000,0.4006619663329460
Uttara Kannada,2000,0.41284553475469200
Hassan,2000,0.3091441318190910
Haveri,2000,0.2762216255611350
North Goa,2000,0.4220170842567430
South Goa,2000,0.42103569140255400
Kollam,2000,0.4418905695784720
Kottayam,2000,0.4285810647199450
Kozhikode,2000,0.3888848188375460
Malappuram,2000,0.3755500906881820
Palakkad,2000,0.3693313154496840
Pathanamthitta,2000,0.4563005224062240
Alappuzha,2000,0.32676820622608000
Kasaragod,2000,0.37669773432177300
Kannur,2000,0.36345983104188100
Ernakulam,2000,0.4176268526065850
Thrissur,2000,0.3979630158811430
Thiruvananthapuram,2000,0.4461996270949430
Wayanad,2000,0.4269848960017820
Idukki,2000,0.4524185864853040
Kanniyakumari,2000,0.40062929427249300
Karur,2000,0.3000187407034910
Madurai,2000,0.3195545934795630
Namakkal,2000,0.3325363287646150
The Nilgiris,2000,0.4107219508735010
Perambalur,2000,0.2928305647622620
Pudukkottai,2000,0.2895070595929910
Ramanathapuram,2000,0.25036438735319600
Salem,2000,0.3234265981670960
Ariyalur,2000,0.3034026319073550
Coimbatore,2000,0.33711278590267500
Cuddalore,2000,0.3277891227275520
Dharmapuri,2000,0.328692715860936
Dindigul,2000,0.3595574060829530
Erode,2000,0.33194846208033800
Sivaganga,2000,0.3063737084228090
Tiruchirappalli,2000,0.3169447849689920
Tirunelveli,2000,0.2786898372439060
Tiruvannamalai,2000,0.30776618984805600
Thoothukkudi,2000,0.20523121560211500
Theni,2000,0.3604316408693480
Vellore,2000,0.3442773095160830
Viluppuram,2000,0.3197687374304530
Virudhunagar,2000,0.26736755340608700
Chennai,2000,0.2150326936284200
Kancheepuram,2000,0.3232723514098060
Thiruvallur,2000,0.30362523478016100
Thanjavur,2000,0.3347337967004080
Thiruvarur,2000,0.3130969942972190
Nagapattinam,2000,0.3009557796752830
Pondicherry,2000,0.3783512983437090
Yanam,2000,0.1674458142947480
Karaikal,2000,0.3169680214885340
Mahe,2000,0.3538516186278990
Nicobars,2000,0.4812922700310790
Andamans,2000,0.5852425310888520
Chandigarh,2001,0.2442917045996280
Dadra & Nagar Haveli,2001,0.3239440568461270
Lakshadweep,2001,-0.2812910774298570
Data Not Available,2001,0.07532680803894040
Jammu,2001,0.286561643423408
Kargil,2001,0.023192969768079900
Kathua,2001,0.308807040921872
Leh (Ladakh),2001,0.032687632275359000
Kupwara,2001,0.28054455618992900
Punch,2001,0.32344267884664
Pulwama,2001,0.2599154557821950
Rajauri,2001,0.3064096829373280
Anantnag,2001,0.2146750173891170
Badgam,2001,0.2279582182222930
Baramula,2001,0.21647447052476500
Doda,2001,0.1623726927100760
Srinagar,2001,0.18963225929188300
Udhampur,2001,0.2890259726584180
Kangra,2001,0.2995783835534920
Kinnaur,2001,0.07523784109965020
Lahul & Spiti,2001,0.024539787297811300
Kullu,2001,0.2169654754451620
Mandi,2001,0.3843657940003150
Shimla,2001,0.33336885123980900
Bilaspur,2001,0.3393485716454760
Chamba,2001,0.2050980200992840
Hamirpur,2001,0.3671655822244920
Sirmaur,2001,0.3612145701160530
Solan,2001,0.3954662832183480
Una,2001,0.3582017000730170
Jalandhar,2001,0.3265660146060620
Kapurthala,2001,0.32419319038601700
Ludhiana,2001,0.3779181759516960
Mansa,2001,0.3458489366342090
Moga,2001,0.4022635182115680
Muktsar,2001,0.34466431205561600
Nawanshahr,2001,0.3305438031172090
Patiala,2001,0.3560931434557110
Sangrur,2001,0.3914182441003940
Amritsar,2001,0.35656060795163100
Firozpur,2001,0.34068874697352300
Bathinda,2001,0.3364256626716600
Gurdaspur,2001,0.3449608014454890
Faridkot,2001,0.3775069046825550
Fatehgarh Sahib,2001,0.3739889839380730
Rupnagar,2001,0.33075264624485300
Hoshiarpur,2001,0.34295570729475200
Nainital,2001,0.3989451063402300
Pithoragarh,2001,0.22906485425919900
Bageshwar,2001,0.3579150896447860
Almora,2001,0.4048851002569850
Chamoli,2001,0.2449793162442510
Champawat,2001,0.4027508939635940
Dehradun,2001,0.367063453472133
Garhwal,2001,0.3648208955652540
Rudraprayag,2001,0.3627918084833650
Tehri Garhwal,2001,0.34332579520258100
Udham Singh Nagar,2001,0.3670163188042540
Uttarkashi,2001,0.2353165732094280
Hardwar,2001,0.2841420992964330
Jind,2001,0.322340808018864
Kaithal,2001,0.3420266460243340
Karnal,2001,0.31754494098852400
Kurukshetra,2001,0.3072024097931310
Panchkula,2001,0.3248828955685490
Panipat,2001,0.32771213389489200
Ambala,2001,0.2809631673934610
Gurgaon,2001,0.24637077842506700
Faridabad,2001,0.26699892989926400
Fatehabad,2001,0.3506900808756020
Rohtak,2001,0.28132313771149200
Sirsa,2001,0.2800734220437020
Sonipat,2001,0.3178926301528180
Yamunanagar,2001,0.2975059719207770
Jhajjar,2001,0.2898380341822080
Mahendragarh,2001,0.31516484375848700
Rewari,2001,0.3270636589411280
Bhiwani,2001,0.2641602092113680
Hisar,2001,0.3119781738293370
Central,2001,0.15489439147546600
East,2001,0.17737497766954400
New Delhi,2001,0.2557953054503920
North,2001,0.20384294923674100
North East,2001,0.1507060192336000
North West,2001,0.24773924037873000
South,2001,0.24305792240704800
South West,2001,0.24747279468897600
West,2001,0.17880766243885900
Jaipur,2001,0.23376089862085900
Jaisalmer,2001,0.08413146288858320
Jalor,2001,0.1639050670743830
Jhalawar,2001,0.23354390851041000
Jhunjhunun,2001,0.2418346376275120
Jodhpur,2001,0.12646398498698700
Kota,2001,0.2599046270695790
Nagaur,2001,0.16235478634592200
Pali,2001,0.1810719134913590
Rajsamand,2001,0.1889426880904340
Sawai Madhopur,2001,0.2002123620894450
Ajmer,2001,0.18870363320194400
Banswara,2001,0.2049532916535860
Barmer,2001,0.1075771776080650
Bhilwara,2001,0.2028874142656600
Bikaner,2001,0.08805489599192260
Bharatpur,2001,0.19243164505386700
Bundi,2001,0.2441198108585680
Chittaurgarh,2001,0.22754509131218500
Churu,2001,0.11601315857294100
Dausa,2001,0.24287006318850800
Dhaulpur,2001,0.2098757630027510
Dungarpur,2001,0.18801338731055100
Karauli,2001,0.1976516919734930
Sirohi,2001,0.1983404066711560
Tonk,2001,0.1907332814894430
Sikar,2001,0.20793660889503700
Alwar,2001,0.27113221557759400
Udaipur,2001,0.22101504928434400
Ganganagar,2001,0.1561996548482300
Hanumangarh,2001,0.15541829792222400
Baran,2001,0.2502687843940570
Jalaun,2001,0.23126629255374800
Jaunpur,2001,0.26111255632845000
Jhansi,2001,0.23715702069872700
Jyotiba Phule Nagar,2001,0.33272916685711400
Kannauj,2001,0.28605919412204700
Kanpur Nagar,2001,0.2648549174863920
Kaushambi,2001,0.2868269538328080
Kheri,2001,0.3336096318634310
Mirzapur,2001,0.26277722327023700
Moradabad,2001,0.3475655439207670
Muzaffarnagar,2001,0.3462238269757420
Rae Bareli,2001,0.3168391265116060
Kushinagar,2001,0.2270170298384700
Lucknow,2001,0.32748329524373300
Lalitpur,2001,0.2709184729584330
Mahrajganj,2001,0.2745412606803650
Mahoba,2001,0.2264986276762400
Mainpuri,2001,0.2968924644898160
Mathura,2001,0.21987788508343300
Mau,2001,0.25593972194222000
Meerut,2001,0.3659941574290680
Pilibhit,2001,0.3666244189408200
Pratapgarh,2001,0.2959373860308370
Rampur,2001,0.38372905846134400
Sant Ravidas Nagar Bhadohi,2001,0.2801299865380460
Sant Kabir Nagar,2001,0.2707660822249500
Shahjahanpur,2001,0.3348773536468880
Shrawasti,2001,0.3236228451457810
Auraiya,2001,0.290287522274526
Azamgarh,2001,0.26069826062107400
Budaun,2001,0.3042573395589200
Agra,2001,0.2445270720577830
Aligarh,2001,0.2558040957836060
Allahabad,2001,0.3029937516002200
Ambedkar Nagar,2001,0.29172575304424300
Bareilly,2001,0.3410671702297130
Bijnor,2001,0.30666005263036500
Basti,2001,0.2882333072143210
Baghpat,2001,0.36105959436381100
Bahraich,2001,0.3046760267260220
Ballia,2001,0.2430635428932870
Balrampur,2001,0.3297194089746350
Banda,2001,0.2452437136425060
Barabanki,2001,0.3108689911214250
Chitrakoot,2001,0.2998325309862510
Chandauli,2001,0.26647888302008200
Deoria,2001,0.2273165872712110
Etah,2001,0.2862067277226410
