City,Maximum_Mean_Temperature,Minimum_Mean_Temperature,Quarter,Ward
Bangalore,1.10E+35,1.10E+35,2017_Q2,Jayamahal
Bangalore,297.12854,297.12854,2017_Q3,Jayamahal
Bangalore,296.0698242,296.0698242,2017_Q4,Jayamahal
Bangalore,298.5585938,298.5585938,2018_Q1,Jayamahal
Bangalore,303.0016479,303.0016479,2018_Q2,Jayamahal
Bangalore,297.2741699,297.2741699,2018_Q3,Jayamahal
Bangalore,296.6410217,296.6410217,2018_Q4,Jayamahal
Bangalore,299.0366516,299.0366516,2019_Q1,Jayamahal
Bangalore,304.4244385,304.4244385,2019_Q2,Jayamahal
Bangalore,297.762207,297.762207,2019_Q3,Jayamahal
Bangalore,296.4611206,296.4611206,2019_Q4,Jayamahal
Bangalore,299.147522,299.147522,2020_Q1,Jayamahal
Bangalore,303.563446,303.563446,2020_Q2,Jayamahal
Bangalore,297.2654724,297.2654724,2020_Q3,Jayamahal
Bangalore,297.1979065,297.1979065,2020_Q4,Jayamahal
Bangalore,297.9044495,297.9044495,2011_Q1,Halsoor
Bangalore,301.1417542,301.1417542,2011_Q2,Halsoor
Bangalore,297.2701111,297.2701111,2011_Q3,Halsoor
Bangalore,296.6698303,296.6698303,2011_Q4,Halsoor
Bangalore,299.8008423,299.8008423,2012_Q1,Halsoor
Bangalore,304.1730957,304.1730957,2012_Q2,Halsoor
Bangalore,297.4277344,297.4277344,2012_Q3,Halsoor
Bangalore,296.6720276,296.6720276,2012_Q4,Halsoor
Bangalore,298.0888977,298.0888977,2013_Q1,Halsoor
Bangalore,301.8725281,301.8725281,2013_Q2,Halsoor
Bangalore,296.6850586,296.6850586,2013_Q3,Halsoor
Bangalore,295.3163147,295.3163147,2013_Q4,Halsoor
Bangalore,297.3036194,297.3036194,2014_Q1,Halsoor
Bangalore,302.9936829,302.9936829,2014_Q2,Halsoor
Bangalore,297.704071,297.704071,2014_Q3,Halsoor
Bangalore,296.1065063,296.1065063,2014_Q4,Halsoor
Bangalore,297.4186096,297.4186096,2015_Q1,Halsoor
Bangalore,301.3387146,301.3387146,2015_Q2,Halsoor
Bangalore,297.8557129,297.8557129,2015_Q3,Halsoor
Bangalore,296.6233521,296.6233521,2015_Q4,Halsoor
Bangalore,298.9156494,298.9156494,2016_Q1,Halsoor
Bangalore,302.2626343,302.2626343,2016_Q2,Halsoor
Bangalore,296.607605,296.607605,2016_Q3,Halsoor
Bangalore,296.3094788,296.3094788,2016_Q4,Halsoor
Bangalore,297.8363647,297.8363647,2017_Q1,Halsoor
Bangalore,1.10E+35,1.10E+35,2017_Q2,Halsoor
Bangalore,297.12854,297.12854,2017_Q3,Halsoor
Bangalore,296.0698242,296.0698242,2017_Q4,Halsoor
Bangalore,298.5585938,298.5585938,2018_Q1,Halsoor
Bangalore,303.0016479,303.0016479,2018_Q2,Halsoor
Bangalore,297.2741699,297.2741699,2018_Q3,Halsoor
Bangalore,296.6410217,296.6410217,2018_Q4,Halsoor
Bangalore,299.0366516,299.0366516,2019_Q1,Halsoor
Bangalore,304.4244385,304.4244385,2019_Q2,Halsoor
Bangalore,297.762207,297.762207,2019_Q3,Halsoor
Bangalore,296.4611206,296.4611206,2019_Q4,Halsoor
Bangalore,299.147522,299.147522,2020_Q1,Halsoor
Bangalore,303.563446,303.563446,2020_Q2,Halsoor
Bangalore,297.2654724,297.2654724,2020_Q3,Halsoor
Bangalore,297.1979065,297.1979065,2020_Q4,Halsoor
Bangalore,297.9044495,297.9044495,2011_Q1,Bharathi Nagar
Bangalore,301.1417542,301.1417542,2011_Q2,Bharathi Nagar
Bangalore,297.2701111,297.2701111,2011_Q3,Bharathi Nagar
Bangalore,296.6698303,296.6698303,2011_Q4,Bharathi Nagar
Bangalore,299.8008423,299.8008423,2012_Q1,Bharathi Nagar
Bangalore,304.1730957,304.1730957,2012_Q2,Bharathi Nagar
Bangalore,297.4277344,297.4277344,2012_Q3,Bharathi Nagar
Bangalore,296.6720276,296.6720276,2012_Q4,Bharathi Nagar
Bangalore,298.0888977,298.0888977,2013_Q1,Bharathi Nagar
Bangalore,301.8725281,301.8725281,2013_Q2,Bharathi Nagar
Bangalore,296.6850586,296.6850586,2013_Q3,Bharathi Nagar
Bangalore,295.3163147,295.3163147,2013_Q4,Bharathi Nagar
Bangalore,297.3036194,297.3036194,2014_Q1,Bharathi Nagar
Bangalore,302.9936829,302.9936829,2014_Q2,Bharathi Nagar
Bangalore,297.704071,297.704071,2014_Q3,Bharathi Nagar
Bangalore,296.1065063,296.1065063,2014_Q4,Bharathi Nagar
Bangalore,297.4186096,297.4186096,2015_Q1,Bharathi Nagar
Bangalore,301.3387146,301.3387146,2015_Q2,Bharathi Nagar
Bangalore,297.8557129,297.8557129,2015_Q3,Bharathi Nagar
Bangalore,296.6233521,296.6233521,2015_Q4,Bharathi Nagar
Bangalore,298.9156494,298.9156494,2016_Q1,Bharathi Nagar
Bangalore,302.2626343,302.2626343,2016_Q2,Bharathi Nagar
Bangalore,296.607605,296.607605,2016_Q3,Bharathi Nagar
Bangalore,296.3094788,296.3094788,2016_Q4,Bharathi Nagar
Bangalore,297.8363647,297.8363647,2017_Q1,Bharathi Nagar
Bangalore,1.10E+35,1.10E+35,2017_Q2,Bharathi Nagar
Bangalore,297.12854,297.12854,2017_Q3,Bharathi Nagar
Bangalore,296.0698242,296.0698242,2017_Q4,Bharathi Nagar
Bangalore,298.5585938,298.5585938,2018_Q1,Bharathi Nagar
Bangalore,303.0016479,303.0016479,2018_Q2,Bharathi Nagar
Bangalore,297.2741699,297.2741699,2018_Q3,Bharathi Nagar
Bangalore,296.6410217,296.6410217,2018_Q4,Bharathi Nagar
Bangalore,299.0366516,299.0366516,2019_Q1,Bharathi Nagar
Bangalore,304.4244385,304.4244385,2019_Q2,Bharathi Nagar
Bangalore,297.762207,297.762207,2019_Q3,Bharathi Nagar
Bangalore,296.4611206,296.4611206,2019_Q4,Bharathi Nagar
Bangalore,299.147522,299.147522,2020_Q1,Bharathi Nagar
Bangalore,303.563446,303.563446,2020_Q2,Bharathi Nagar
Bangalore,297.2654724,297.2654724,2020_Q3,Bharathi Nagar
Bangalore,297.1979065,297.1979065,2020_Q4,Bharathi Nagar
Bangalore,297.9044495,297.9044495,2011_Q1,Shivaji Nagar
Bangalore,301.1417542,301.1417542,2011_Q2,Shivaji Nagar
Bangalore,297.2701111,297.2701111,2011_Q3,Shivaji Nagar
Bangalore,296.6698303,296.6698303,2011_Q4,Shivaji Nagar
Bangalore,299.8008423,299.8008423,2012_Q1,Shivaji Nagar
Bangalore,304.1730957,304.1730957,2012_Q2,Shivaji Nagar
Bangalore,297.4277344,297.4277344,2012_Q3,Shivaji Nagar
Bangalore,296.6720276,296.6720276,2012_Q4,Shivaji Nagar
Bangalore,298.0888977,298.0888977,2013_Q1,Shivaji Nagar
Bangalore,301.8725281,301.8725281,2013_Q2,Shivaji Nagar
Bangalore,296.6850586,296.6850586,2013_Q3,Shivaji Nagar
Bangalore,295.3163147,295.3163147,2013_Q4,Shivaji Nagar
Bangalore,297.3036194,297.3036194,2014_Q1,Shivaji Nagar
Bangalore,302.9936829,302.9936829,2014_Q2,Shivaji Nagar
Bangalore,297.704071,297.704071,2014_Q3,Shivaji Nagar
Bangalore,296.1065063,296.1065063,2014_Q4,Shivaji Nagar
Bangalore,297.4186096,297.4186096,2015_Q1,Shivaji Nagar
Bangalore,301.3387146,301.3387146,2015_Q2,Shivaji Nagar
Bangalore,297.8557129,297.8557129,2015_Q3,Shivaji Nagar
Bangalore,296.6233521,296.6233521,2015_Q4,Shivaji Nagar
Bangalore,298.9156494,298.9156494,2016_Q1,Shivaji Nagar
Bangalore,302.2626343,302.2626343,2016_Q2,Shivaji Nagar
Bangalore,296.607605,296.607605,2016_Q3,Shivaji Nagar
Bangalore,296.3094788,296.3094788,2016_Q4,Shivaji Nagar
Bangalore,297.8363647,297.8363647,2017_Q1,Shivaji Nagar
Bangalore,1.10E+35,1.10E+35,2017_Q2,Shivaji Nagar
Bangalore,297.12854,297.12854,2017_Q3,Shivaji Nagar
Bangalore,296.0698242,296.0698242,2017_Q4,Shivaji Nagar
Bangalore,298.5585938,298.5585938,2018_Q1,Shivaji Nagar
Bangalore,303.0016479,303.0016479,2018_Q2,Shivaji Nagar
Bangalore,297.2741699,297.2741699,2018_Q3,Shivaji Nagar
Bangalore,296.6410217,296.6410217,2018_Q4,Shivaji Nagar
Bangalore,299.0366516,299.0366516,2019_Q1,Shivaji Nagar
Bangalore,304.4244385,304.4244385,2019_Q2,Shivaji Nagar
Bangalore,297.762207,297.762207,2019_Q3,Shivaji Nagar
Bangalore,296.4611206,296.4611206,2019_Q4,Shivaji Nagar
Bangalore,299.147522,299.147522,2020_Q1,Shivaji Nagar
Bangalore,303.563446,303.563446,2020_Q2,Shivaji Nagar
Bangalore,297.2654724,297.2654724,2020_Q3,Shivaji Nagar
Bangalore,297.1979065,297.1979065,2020_Q4,Shivaji Nagar
Bangalore,297.9044495,297.9044495,2011_Q1,Vasanth Nagar
Bangalore,301.1417542,301.1417542,2011_Q2,Vasanth Nagar
Bangalore,297.2701111,297.2701111,2011_Q3,Vasanth Nagar
Bangalore,296.6698303,296.6698303,2011_Q4,Vasanth Nagar
Bangalore,299.8008423,299.8008423,2012_Q1,Vasanth Nagar
Bangalore,304.1730957,304.1730957,2012_Q2,Vasanth Nagar
Bangalore,297.4277344,297.4277344,2012_Q3,Vasanth Nagar
Bangalore,296.6720276,296.6720276,2012_Q4,Vasanth Nagar
Bangalore,298.0888977,298.0888977,2013_Q1,Vasanth Nagar
Bangalore,301.8725281,301.8725281,2013_Q2,Vasanth Nagar
Bangalore,296.6850586,296.6850586,2013_Q3,Vasanth Nagar
Bangalore,295.3163147,295.3163147,2013_Q4,Vasanth Nagar
Bangalore,297.3036194,297.3036194,2014_Q1,Vasanth Nagar
Bangalore,302.9936829,302.9936829,2014_Q2,Vasanth Nagar
Bangalore,297.704071,297.704071,2014_Q3,Vasanth Nagar
Bangalore,296.1065063,296.1065063,2014_Q4,Vasanth Nagar
Bangalore,297.4186096,297.4186096,2015_Q1,Vasanth Nagar
Bangalore,301.3387146,301.3387146,2015_Q2,Vasanth Nagar
Bangalore,297.8557129,297.8557129,2015_Q3,Vasanth Nagar
Bangalore,296.6233521,296.6233521,2015_Q4,Vasanth Nagar
Bangalore,298.9156494,298.9156494,2016_Q1,Vasanth Nagar
Bangalore,302.2626343,302.2626343,2016_Q2,Vasanth Nagar
Bangalore,296.607605,296.607605,2016_Q3,Vasanth Nagar
Bangalore,296.3094788,296.3094788,2016_Q4,Vasanth Nagar
Bangalore,297.8363647,297.8363647,2017_Q1,Vasanth Nagar
Bangalore,1.10E+35,1.10E+35,2017_Q2,Vasanth Nagar
Bangalore,297.12854,297.12854,2017_Q3,Vasanth Nagar
Bangalore,296.0698242,296.0698242,2017_Q4,Vasanth Nagar
Bangalore,298.5585938,298.5585938,2018_Q1,Vasanth Nagar
Bangalore,303.0016479,303.0016479,2018_Q2,Vasanth Nagar
Bangalore,297.2741699,297.2741699,2018_Q3,Vasanth Nagar
Bangalore,296.6410217,296.6410217,2018_Q4,Vasanth Nagar
Bangalore,299.0366516,299.0366516,2019_Q1,Vasanth Nagar
Bangalore,304.4244385,304.4244385,2019_Q2,Vasanth Nagar
Bangalore,297.762207,297.762207,2019_Q3,Vasanth Nagar
Bangalore,296.4611206,296.4611206,2019_Q4,Vasanth Nagar
Bangalore,299.147522,299.147522,2020_Q1,Vasanth Nagar
Bangalore,303.563446,303.563446,2020_Q2,Vasanth Nagar
Bangalore,297.2654724,297.2654724,2020_Q3,Vasanth Nagar
Bangalore,297.1979065,297.1979065,2020_Q4,Vasanth Nagar
Bangalore,297.9044495,297.9044495,2011_Q1,Shantala Nagar
Bangalore,301.1417542,301.1417542,2011_Q2,Shantala Nagar
Bangalore,297.2701111,297.2701111,2011_Q3,Shantala Nagar
Bangalore,296.6698303,296.6698303,2011_Q4,Shantala Nagar
Bangalore,299.8008423,299.8008423,2012_Q1,Shantala Nagar
Bangalore,304.1730957,304.1730957,2012_Q2,Shantala Nagar
Bangalore,297.4277344,297.4277344,2012_Q3,Shantala Nagar
Bangalore,296.6720276,296.6720276,2012_Q4,Shantala Nagar
Bangalore,298.0888977,298.0888977,2013_Q1,Shantala Nagar
Bangalore,301.8725281,301.8725281,2013_Q2,Shantala Nagar
Bangalore,296.6850586,296.6850586,2013_Q3,Shantala Nagar
Bangalore,295.3163147,295.3163147,2013_Q4,Shantala Nagar
Bangalore,297.3036194,297.3036194,2014_Q1,Shantala Nagar
Bangalore,302.9936829,302.9936829,2014_Q2,Shantala Nagar
Bangalore,297.704071,297.704071,2014_Q3,Shantala Nagar
Bangalore,296.1065063,296.1065063,2014_Q4,Shantala Nagar
Bangalore,297.4186096,297.4186096,2015_Q1,Shantala Nagar
Bangalore,301.3387146,301.3387146,2015_Q2,Shantala Nagar
Bangalore,297.8557129,297.8557129,2015_Q3,Shantala Nagar
Bangalore,296.6233521,296.6233521,2015_Q4,Shantala Nagar
Bangalore,298.9156494,298.9156494,2016_Q1,Shantala Nagar
Bangalore,302.2626343,302.2626343,2016_Q2,Shantala Nagar
Bangalore,296.607605,296.607605,2016_Q3,Shantala Nagar
Bangalore,296.3094788,296.3094788,2016_Q4,Shantala Nagar
Bangalore,297.8363647,297.8363647,2017_Q1,Shantala Nagar
Bangalore,1.10E+35,1.10E+35,2017_Q2,Shantala Nagar
Bangalore,297.12854,297.12854,2017_Q3,Shantala Nagar
Bangalore,296.0698242,296.0698242,2017_Q4,Shantala Nagar
Bangalore,298.5585938,298.5585938,2018_Q1,Shantala Nagar
Bangalore,303.0016479,303.0016479,2018_Q2,Shantala Nagar
Bangalore,297.2741699,297.2741699,2018_Q3,Shantala Nagar
Bangalore,296.6410217,296.6410217,2018_Q4,Shantala Nagar
Bangalore,299.0366516,299.0366516,2019_Q1,Shantala Nagar
Bangalore,304.4244385,304.4244385,2019_Q2,Shantala Nagar
Bangalore,297.762207,297.762207,2019_Q3,Shantala Nagar
Bangalore,296.4611206,296.4611206,2019_Q4,Shantala Nagar
Bangalore,299.147522,299.147522,2020_Q1,Shantala Nagar
Bangalore,303.563446,303.563446,2020_Q2,Shantala Nagar
Bangalore,297.2654724,297.2654724,2020_Q3,Shantala Nagar
Bangalore,297.1979065,297.1979065,2020_Q4,Shantala Nagar
Bangalore,297.9044495,297.9044495,2011_Q1,Domlur
Bangalore,301.1417542,301.1417542,2011_Q2,Domlur
Bangalore,297.2701111,297.2701111,2011_Q3,Domlur
Bangalore,296.6698303,296.6698303,2011_Q4,Domlur
Bangalore,299.8008423,299.8008423,2012_Q1,Domlur
Bangalore,304.1730957,304.1730957,2012_Q2,Domlur
Bangalore,297.4277344,297.4277344,2012_Q3,Domlur
Bangalore,296.6720276,296.6720276,2012_Q4,Domlur
Bangalore,298.0888977,298.0888977,2013_Q1,Domlur
Bangalore,301.8725281,301.8725281,2013_Q2,Domlur
Bangalore,296.6850586,296.6850586,2013_Q3,Domlur
Bangalore,295.3163147,295.3163147,2013_Q4,Domlur
Bangalore,297.3036194,297.3036194,2014_Q1,Domlur
Bangalore,302.9936829,302.9936829,2014_Q2,Domlur
Bangalore,297.704071,297.704071,2014_Q3,Domlur
Bangalore,296.1065063,296.1065063,2014_Q4,Domlur
Bangalore,297.4186096,297.4186096,2015_Q1,Domlur
Bangalore,301.3387146,301.3387146,2015_Q2,Domlur
Bangalore,297.8557129,297.8557129,2015_Q3,Domlur
Bangalore,296.6233521,296.6233521,2015_Q4,Domlur
Bangalore,298.9156494,298.9156494,2016_Q1,Domlur
Bangalore,302.2626343,302.2626343,2016_Q2,Domlur
Bangalore,296.607605,296.607605,2016_Q3,Domlur
Bangalore,296.3094788,296.3094788,2016_Q4,Domlur
Bangalore,297.8363647,297.8363647,2017_Q1,Domlur
Bangalore,1.10E+35,1.10E+35,2017_Q2,Domlur
Bangalore,297.12854,297.12854,2017_Q3,Domlur
Bangalore,296.0698242,296.0698242,2017_Q4,Domlur
Bangalore,298.5585938,298.5585938,2018_Q1,Domlur
Bangalore,303.0016479,303.0016479,2018_Q2,Domlur
Bangalore,297.2741699,297.2741699,2018_Q3,Domlur
Bangalore,296.6410217,296.6410217,2018_Q4,Domlur
Bangalore,299.0366516,299.0366516,2019_Q1,Domlur
Bangalore,304.4244385,304.4244385,2019_Q2,Domlur
Bangalore,297.762207,297.762207,2019_Q3,Domlur
Bangalore,296.4611206,296.4611206,2019_Q4,Domlur
Bangalore,299.147522,299.147522,2020_Q1,Domlur
Bangalore,303.563446,303.563446,2020_Q2,Domlur
Bangalore,297.2654724,297.2654724,2020_Q3,Domlur
Bangalore,297.1979065,297.1979065,2020_Q4,Domlur
Bangalore,297.9044495,297.9044495,2011_Q1,Agaram
Bangalore,301.1417542,301.1417542,2011_Q2,Agaram
Bangalore,297.2701111,297.2701111,2011_Q3,Agaram
Bangalore,296.6698303,296.6698303,2011_Q4,Agaram
Bangalore,299.8008423,299.8008423,2012_Q1,Agaram
Bangalore,304.1730957,304.1730957,2012_Q2,Agaram
Bangalore,297.4277344,297.4277344,2012_Q3,Agaram
Bangalore,296.6720276,296.6720276,2012_Q4,Agaram
Bangalore,298.0888977,298.0888977,2013_Q1,Agaram
Bangalore,301.8725281,301.8725281,2013_Q2,Agaram
Bangalore,296.6850586,296.6850586,2013_Q3,Agaram
Bangalore,295.3163147,295.3163147,2013_Q4,Agaram
Bangalore,297.3036194,297.3036194,2014_Q1,Agaram
Bangalore,302.9936829,302.9936829,2014_Q2,Agaram
Bangalore,297.704071,297.704071,2014_Q3,Agaram
Bangalore,296.1065063,296.1065063,2014_Q4,Agaram
Bangalore,297.4186096,297.4186096,2015_Q1,Agaram
Bangalore,301.3387146,301.3387146,2015_Q2,Agaram
Bangalore,297.8557129,297.8557129,2015_Q3,Agaram
Bangalore,296.6233521,296.6233521,2015_Q4,Agaram
Bangalore,298.9156494,298.9156494,2016_Q1,Agaram
Bangalore,302.2626343,302.2626343,2016_Q2,Agaram
Bangalore,296.607605,296.607605,2016_Q3,Agaram
Bangalore,296.3094788,296.3094788,2016_Q4,Agaram
Bangalore,297.8363647,297.8363647,2017_Q1,Agaram
Bangalore,1.10E+35,1.10E+35,2017_Q2,Agaram
Bangalore,297.12854,297.12854,2017_Q3,Agaram
Bangalore,296.0698242,296.0698242,2017_Q4,Agaram
Bangalore,298.5585938,298.5585938,2018_Q1,Agaram
Bangalore,303.0016479,303.0016479,2018_Q2,Agaram
Bangalore,297.2741699,297.2741699,2018_Q3,Agaram
Bangalore,296.6410217,296.6410217,2018_Q4,Agaram
Bangalore,299.0366516,299.0366516,2019_Q1,Agaram
Bangalore,304.4244385,304.4244385,2019_Q2,Agaram
Bangalore,297.762207,297.762207,2019_Q3,Agaram
Bangalore,296.4611206,296.4611206,2019_Q4,Agaram
Bangalore,299.147522,299.147522,2020_Q1,Agaram
Bangalore,303.563446,303.563446,2020_Q2,Agaram
Bangalore,297.2654724,297.2654724,2020_Q3,Agaram
Bangalore,297.1979065,297.1979065,2020_Q4,Agaram
Bangalore,297.9044495,297.9044495,2011_Q1,Vannarpet
Bangalore,301.1417542,301.1417542,2011_Q2,Vannarpet
Bangalore,297.2701111,297.2701111,2011_Q3,Vannarpet
Bangalore,296.6698303,296.6698303,2011_Q4,Vannarpet
Bangalore,299.8008423,299.8008423,2012_Q1,Vannarpet
Bangalore,304.1730957,304.1730957,2012_Q2,Vannarpet
Bangalore,297.4277344,297.4277344,2012_Q3,Vannarpet
Bangalore,296.6720276,296.6720276,2012_Q4,Vannarpet
Bangalore,298.0888977,298.0888977,2013_Q1,Vannarpet
Bangalore,301.8725281,301.8725281,2013_Q2,Vannarpet
Bangalore,296.6850586,296.6850586,2013_Q3,Vannarpet
Bangalore,295.3163147,295.3163147,2013_Q4,Vannarpet
Bangalore,297.3036194,297.3036194,2014_Q1,Vannarpet
Bangalore,302.9936829,302.9936829,2014_Q2,Vannarpet
Bangalore,297.704071,297.704071,2014_Q3,Vannarpet
Bangalore,296.1065063,296.1065063,2014_Q4,Vannarpet
Bangalore,297.4186096,297.4186096,2015_Q1,Vannarpet
Bangalore,301.3387146,301.3387146,2015_Q2,Vannarpet
Bangalore,297.8557129,297.8557129,2015_Q3,Vannarpet
Bangalore,296.6233521,296.6233521,2015_Q4,Vannarpet
Bangalore,298.9156494,298.9156494,2016_Q1,Vannarpet
Bangalore,302.2626343,302.2626343,2016_Q2,Vannarpet
Bangalore,296.607605,296.607605,2016_Q3,Vannarpet
Bangalore,296.3094788,296.3094788,2016_Q4,Vannarpet
Bangalore,297.8363647,297.8363647,2017_Q1,Vannarpet
Bangalore,1.10E+35,1.10E+35,2017_Q2,Vannarpet
Bangalore,297.12854,297.12854,2017_Q3,Vannarpet
Bangalore,296.0698242,296.0698242,2017_Q4,Vannarpet
Bangalore,298.5585938,298.5585938,2018_Q1,Vannarpet
Bangalore,303.0016479,303.0016479,2018_Q2,Vannarpet
Bangalore,297.2741699,297.2741699,2018_Q3,Vannarpet
Bangalore,296.6410217,296.6410217,2018_Q4,Vannarpet
Bangalore,299.0366516,299.0366516,2019_Q1,Vannarpet
Bangalore,304.4244385,304.4244385,2019_Q2,Vannarpet
Bangalore,297.762207,297.762207,2019_Q3,Vannarpet
Bangalore,296.4611206,296.4611206,2019_Q4,Vannarpet
Bangalore,299.147522,299.147522,2020_Q1,Vannarpet
Bangalore,303.563446,303.563446,2020_Q2,Vannarpet
Bangalore,297.2654724,297.2654724,2020_Q3,Vannarpet
Bangalore,297.1979065,297.1979065,2020_Q4,Vannarpet
Bangalore,297.9044495,297.9044495,2011_Q1,Nilasandra
Bangalore,301.1417542,301.1417542,2011_Q2,Nilasandra
Bangalore,297.2701111,297.2701111,2011_Q3,Nilasandra
Bangalore,296.6698303,296.6698303,2011_Q4,Nilasandra
Bangalore,299.8008423,299.8008423,2012_Q1,Nilasandra
Bangalore,304.1730957,304.1730957,2012_Q2,Nilasandra
Bangalore,297.4277344,297.4277344,2012_Q3,Nilasandra
Bangalore,296.6720276,296.6720276,2012_Q4,Nilasandra
Bangalore,298.0888977,298.0888977,2013_Q1,Nilasandra
Bangalore,301.8725281,301.8725281,2013_Q2,Nilasandra
Bangalore,296.6850586,296.6850586,2013_Q3,Nilasandra
Bangalore,295.3163147,295.3163147,2013_Q4,Nilasandra
Bangalore,297.3036194,297.3036194,2014_Q1,Nilasandra
Bangalore,302.9936829,302.9936829,2014_Q2,Nilasandra
Bangalore,297.704071,297.704071,2014_Q3,Nilasandra
Bangalore,296.1065063,296.1065063,2014_Q4,Nilasandra
Bangalore,297.4186096,297.4186096,2015_Q1,Nilasandra
Bangalore,301.3387146,301.3387146,2015_Q2,Nilasandra
Bangalore,297.8557129,297.8557129,2015_Q3,Nilasandra
Bangalore,296.6233521,296.6233521,2015_Q4,Nilasandra
Bangalore,298.9156494,298.9156494,2016_Q1,Nilasandra
Bangalore,302.2626343,302.2626343,2016_Q2,Nilasandra
Bangalore,296.607605,296.607605,2016_Q3,Nilasandra
Bangalore,296.3094788,296.3094788,2016_Q4,Nilasandra
Bangalore,297.8363647,297.8363647,2017_Q1,Nilasandra
Bangalore,1.10E+35,1.10E+35,2017_Q2,Nilasandra
Bangalore,297.12854,297.12854,2017_Q3,Nilasandra
Bangalore,296.0698242,296.0698242,2017_Q4,Nilasandra
Bangalore,298.5585938,298.5585938,2018_Q1,Nilasandra
Bangalore,303.0016479,303.0016479,2018_Q2,Nilasandra
Bangalore,297.2741699,297.2741699,2018_Q3,Nilasandra
Bangalore,296.6410217,296.6410217,2018_Q4,Nilasandra
Bangalore,299.0366516,299.0366516,2019_Q1,Nilasandra
Bangalore,304.4244385,304.4244385,2019_Q2,Nilasandra
Bangalore,297.762207,297.762207,2019_Q3,Nilasandra
Bangalore,296.4611206,296.4611206,2019_Q4,Nilasandra
Bangalore,299.147522,299.147522,2020_Q1,Nilasandra
Bangalore,303.563446,303.563446,2020_Q2,Nilasandra
Bangalore,297.2654724,297.2654724,2020_Q3,Nilasandra
Bangalore,297.1979065,297.1979065,2020_Q4,Nilasandra
Bangalore,297.9044495,297.9044495,2011_Q1,Shanthi Nagar
Bangalore,301.1417542,301.1417542,2011_Q2,Shanthi Nagar
Bangalore,297.2701111,297.2701111,2011_Q3,Shanthi Nagar
Bangalore,296.6698303,296.6698303,2011_Q4,Shanthi Nagar
Bangalore,299.8008423,299.8008423,2012_Q1,Shanthi Nagar
Bangalore,304.1730957,304.1730957,2012_Q2,Shanthi Nagar
Bangalore,297.4277344,297.4277344,2012_Q3,Shanthi Nagar
Bangalore,296.6720276,296.6720276,2012_Q4,Shanthi Nagar
Bangalore,298.0888977,298.0888977,2013_Q1,Shanthi Nagar
Bangalore,301.8725281,301.8725281,2013_Q2,Shanthi Nagar
Bangalore,296.6850586,296.6850586,2013_Q3,Shanthi Nagar
Bangalore,295.3163147,295.3163147,2013_Q4,Shanthi Nagar
Bangalore,297.3036194,297.3036194,2014_Q1,Shanthi Nagar
Bangalore,302.9936829,302.9936829,2014_Q2,Shanthi Nagar
Bangalore,297.704071,297.704071,2014_Q3,Shanthi Nagar
Bangalore,296.1065063,296.1065063,2014_Q4,Shanthi Nagar
Bangalore,297.4186096,297.4186096,2015_Q1,Shanthi Nagar
Bangalore,301.3387146,301.3387146,2015_Q2,Shanthi Nagar
Bangalore,297.8557129,297.8557129,2015_Q3,Shanthi Nagar
Bangalore,296.6233521,296.6233521,2015_Q4,Shanthi Nagar
Bangalore,298.9156494,298.9156494,2016_Q1,Shanthi Nagar
Bangalore,302.2626343,302.2626343,2016_Q2,Shanthi Nagar
Bangalore,296.607605,296.607605,2016_Q3,Shanthi Nagar
Bangalore,296.3094788,296.3094788,2016_Q4,Shanthi Nagar
Bangalore,297.8363647,297.8363647,2017_Q1,Shanthi Nagar
Bangalore,1.10E+35,1.10E+35,2017_Q2,Shanthi Nagar
Bangalore,297.12854,297.12854,2017_Q3,Shanthi Nagar
Bangalore,296.0698242,296.0698242,2017_Q4,Shanthi Nagar
Bangalore,298.5585938,298.5585938,2018_Q1,Shanthi Nagar
Bangalore,303.0016479,303.0016479,2018_Q2,Shanthi Nagar
Bangalore,297.2741699,297.2741699,2018_Q3,Shanthi Nagar
Bangalore,296.6410217,296.6410217,2018_Q4,Shanthi Nagar
Bangalore,299.0366516,299.0366516,2019_Q1,Shanthi Nagar
Bangalore,304.4244385,304.4244385,2019_Q2,Shanthi Nagar
Bangalore,297.762207,297.762207,2019_Q3,Shanthi Nagar
Bangalore,296.4611206,296.4611206,2019_Q4,Shanthi Nagar
Bangalore,299.147522,299.147522,2020_Q1,Shanthi Nagar
Bangalore,303.563446,303.563446,2020_Q2,Shanthi Nagar
Bangalore,297.2654724,297.2654724,2020_Q3,Shanthi Nagar
Bangalore,297.1979065,297.1979065,2020_Q4,Shanthi Nagar
Bangalore,297.9044495,297.9044495,2011_Q1,Jogupalya
Bangalore,301.1417542,301.1417542,2011_Q2,Jogupalya
Bangalore,297.2701111,297.2701111,2011_Q3,Jogupalya
Bangalore,296.6698303,296.6698303,2011_Q4,Jogupalya
Bangalore,299.8008423,299.8008423,2012_Q1,Jogupalya
Bangalore,304.1730957,304.1730957,2012_Q2,Jogupalya
Bangalore,297.4277344,297.4277344,2012_Q3,Jogupalya
Bangalore,296.6720276,296.6720276,2012_Q4,Jogupalya
Bangalore,298.0888977,298.0888977,2013_Q1,Jogupalya
Bangalore,301.8725281,301.8725281,2013_Q2,Jogupalya
Bangalore,296.6850586,296.6850586,2013_Q3,Jogupalya
Bangalore,295.3163147,295.3163147,2013_Q4,Jogupalya
Bangalore,297.3036194,297.3036194,2014_Q1,Jogupalya
